"YEAR","MONTH","DATE","SITE","TRANSECT","QUAD","SIDE","SP_CODE","PERCENT_COVER","SCIENTIFIC_NAME","COMMON_NAME","TAXON_KINGDOM","TAXON_PHYLUM","TAXON_CLASS","TAXON_ORDER","TAXON_FAMILY","TAXON_GENUS","GROUP","SURVEY","MOBILITY","GROWTH_MORPH"
2018,9,"2018-09-13","MESA",2,20,"O","AB",0,"Abietinaria spp.","Coarse Sea Fir Hydroid","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","INVERT","UPC","SESSILE","AGGREGATED"
2018,9,"2018-09-13","MESA",2,40,"I","AB",0,"Abietinaria spp.","Coarse Sea Fir Hydroid","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","INVERT","UPC","SESSILE","AGGREGATED"
2018,9,"2018-09-13","MESA",2,40,"O","AB",0,"Abietinaria spp.","Coarse Sea Fir Hydroid","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","INVERT","UPC","SESSILE","AGGREGATED"
2018,9,"2018-09-13","OAKS",1,20,"I","AB",0,"Abietinaria spp.","Coarse Sea Fir Hydroid","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","INVERT","UPC","SESSILE","AGGREGATED"
2018,9,"2018-09-13","OAKS",1,20,"O","AB",0,"Abietinaria spp.","Coarse Sea Fir Hydroid","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","INVERT","UPC","SESSILE","AGGREGATED"
2018,9,"2018-09-13","OAKS",1,40,"I","AB",0,"Abietinaria spp.","Coarse Sea Fir Hydroid","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","INVERT","UPC","SESSILE","AGGREGATED"
2018,9,"2018-09-13","OAKS",1,40,"O","AB",0,"Abietinaria spp.","Coarse Sea Fir Hydroid","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","INVERT","UPC","SESSILE","AGGREGATED"
2018,9,"2018-09-13","OAKS",2,20,"I","AB",0,"Abietinaria spp.","Coarse Sea Fir Hydroid","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","INVERT","UPC","SESSILE","AGGREGATED"
2018,9,"2018-09-13","OAKS",2,20,"O","AB",0,"Abietinaria spp.","Coarse Sea Fir Hydroid","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","INVERT","UPC","SESSILE","AGGREGATED"
2018,9,"2018-09-13","OAKS",2,40,"I","AB",0,"Abietinaria spp.","Coarse Sea Fir Hydroid","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","INVERT","UPC","SESSILE","AGGREGATED"
2018,9,"2018-09-13","OAKS",2,40,"O","AB",0,"Abietinaria spp.","Coarse Sea Fir Hydroid","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","INVERT","UPC","SESSILE","AGGREGATED"
2018,9,"2018-09-13","OAKS",3,20,"I","AB",0,"Abietinaria spp.","Coarse Sea Fir Hydroid","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","INVERT","UPC","SESSILE","AGGREGATED"
2018,9,"2018-09-13","OAKS",3,20,"O","AB",0,"Abietinaria spp.","Coarse Sea Fir Hydroid","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","INVERT","UPC","SESSILE","AGGREGATED"
2018,9,"2018-09-13","OAKS",3,40,"I","AB",0,"Abietinaria spp.","Coarse Sea Fir Hydroid","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","INVERT","UPC","SESSILE","AGGREGATED"
2018,9,"2018-09-13","OAKS",3,40,"O","AB",0,"Abietinaria spp.","Coarse Sea Fir Hydroid","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","INVERT","UPC","SESSILE","AGGREGATED"
2018,9,"2018-09-14","LEAD",1,20,"I","AB",0,"Abietinaria spp.","Coarse Sea Fir Hydroid","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","INVERT","UPC","SESSILE","AGGREGATED"
2018,9,"2018-09-14","LEAD",1,20,"O","AB",0,"Abietinaria spp.","Coarse Sea Fir Hydroid","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","INVERT","UPC","SESSILE","AGGREGATED"
2018,9,"2018-09-14","LEAD",1,40,"I","AB",0,"Abietinaria spp.","Coarse Sea Fir Hydroid","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","INVERT","UPC","SESSILE","AGGREGATED"
2018,9,"2018-09-14","LEAD",1,40,"O","AB",5,"Abietinaria spp.","Coarse Sea Fir Hydroid","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","INVERT","UPC","SESSILE","AGGREGATED"
2018,9,"2018-09-14","LEAD",2,20,"I","AB",0,"Abietinaria spp.","Coarse Sea Fir Hydroid","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","INVERT","UPC","SESSILE","AGGREGATED"
2018,9,"2018-09-14","LEAD",2,20,"O","AB",0,"Abietinaria spp.","Coarse Sea Fir Hydroid","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","INVERT","UPC","SESSILE","AGGREGATED"
2018,9,"2018-09-14","LEAD",2,40,"I","AB",0,"Abietinaria spp.","Coarse Sea Fir Hydroid","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","INVERT","UPC","SESSILE","AGGREGATED"
2018,9,"2018-09-14","LEAD",2,40,"O","AB",0,"Abietinaria spp.","Coarse Sea Fir Hydroid","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","INVERT","UPC","SESSILE","AGGREGATED"
2018,9,"2018-09-14","LEAD",3,20,"I","AB",0,"Abietinaria spp.","Coarse Sea Fir Hydroid","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","INVERT","UPC","SESSILE","AGGREGATED"
2018,9,"2018-09-14","LEAD",3,20,"O","AB",0,"Abietinaria spp.","Coarse Sea Fir Hydroid","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","INVERT","UPC","SESSILE","AGGREGATED"
2018,9,"2018-09-14","LEAD",3,40,"I","AB",0,"Abietinaria spp.","Coarse Sea Fir Hydroid","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","INVERT","UPC","SESSILE","AGGREGATED"
2018,9,"2018-09-14","LEAD",3,40,"O","AB",0,"Abietinaria spp.","Coarse Sea Fir Hydroid","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","INVERT","UPC","SESSILE","AGGREGATED"
2018,9,"2018-09-14","MESA",3,20,"I","AB",0,"Abietinaria spp.","Coarse Sea Fir Hydroid","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","INVERT","UPC","SESSILE","AGGREGATED"
2018,9,"2018-09-14","MESA",3,20,"O","AB",0,"Abietinaria spp.","Coarse Sea Fir Hydroid","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","INVERT","UPC","SESSILE","AGGREGATED"
2018,9,"2018-09-14","MESA",3,40,"I","AB",0,"Abietinaria spp.","Coarse Sea Fir Hydroid","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","INVERT","UPC","SESSILE","AGGREGATED"
2018,9,"2018-09-14","MESA",3,40,"O","AB",0,"Abietinaria spp.","Coarse Sea Fir Hydroid","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","INVERT","UPC","SESSILE","AGGREGATED"
2018,9,"2018-09-24","WOOD",1,20,"I","AB",0,"Abietinaria spp.","Coarse Sea Fir Hydroid","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","INVERT","UPC","SESSILE","AGGREGATED"
2018,9,"2018-09-24","WOOD",1,20,"O","AB",0,"Abietinaria spp.","Coarse Sea Fir Hydroid","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","INVERT","UPC","SESSILE","AGGREGATED"
2018,9,"2018-09-24","WOOD",1,40,"I","AB",0,"Abietinaria spp.","Coarse Sea Fir Hydroid","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","INVERT","UPC","SESSILE","AGGREGATED"
2018,9,"2018-09-24","WOOD",1,40,"O","AB",0,"Abietinaria spp.","Coarse Sea Fir Hydroid","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","INVERT","UPC","SESSILE","AGGREGATED"
2018,9,"2018-09-24","WOOD",2,20,"I","AB",0,"Abietinaria spp.","Coarse Sea Fir Hydroid","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","INVERT","UPC","SESSILE","AGGREGATED"
2018,9,"2018-09-24","WOOD",2,20,"O","AB",0,"Abietinaria spp.","Coarse Sea Fir Hydroid","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","INVERT","UPC","SESSILE","AGGREGATED"
2018,9,"2018-09-24","WOOD",2,40,"I","AB",0,"Abietinaria spp.","Coarse Sea Fir Hydroid","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","INVERT","UPC","SESSILE","AGGREGATED"
2018,9,"2018-09-24","WOOD",2,40,"O","AB",0,"Abietinaria spp.","Coarse Sea Fir Hydroid","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","INVERT","UPC","SESSILE","AGGREGATED"
2018,9,"2018-09-24","WOOD",3,20,"I","AB",0,"Abietinaria spp.","Coarse Sea Fir Hydroid","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","INVERT","UPC","SESSILE","AGGREGATED"
2018,9,"2018-09-24","WOOD",3,20,"O","AB",0,"Abietinaria spp.","Coarse Sea Fir Hydroid","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","INVERT","UPC","SESSILE","AGGREGATED"
2018,9,"2018-09-24","WOOD",3,40,"I","AB",0,"Abietinaria spp.","Coarse Sea Fir Hydroid","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","INVERT","UPC","SESSILE","AGGREGATED"
2018,9,"2018-09-24","WOOD",3,40,"O","AB",0,"Abietinaria spp.","Coarse Sea Fir Hydroid","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","INVERT","UPC","SESSILE","AGGREGATED"
2018,9,"2018-09-25","INNP",1,20,"I","AB",0,"Abietinaria spp.","Coarse Sea Fir Hydroid","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","INVERT","UPC","SESSILE","AGGREGATED"
2018,9,"2018-09-25","INNP",1,20,"O","AB",0,"Abietinaria spp.","Coarse Sea Fir Hydroid","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","INVERT","UPC","SESSILE","AGGREGATED"
2018,9,"2018-09-25","INNP",1,40,"I","AB",0,"Abietinaria spp.","Coarse Sea Fir Hydroid","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","INVERT","UPC","SESSILE","AGGREGATED"
2018,9,"2018-09-25","INNP",1,40,"O","AB",0,"Abietinaria spp.","Coarse Sea Fir Hydroid","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","INVERT","UPC","SESSILE","AGGREGATED"
2018,9,"2018-09-25","INNP",2,20,"I","AB",0,"Abietinaria spp.","Coarse Sea Fir Hydroid","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","INVERT","UPC","SESSILE","AGGREGATED"
2018,9,"2018-09-25","INNP",2,20,"O","AB",0,"Abietinaria spp.","Coarse Sea Fir Hydroid","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","INVERT","UPC","SESSILE","AGGREGATED"
2018,9,"2018-09-25","INNP",2,40,"I","AB",0,"Abietinaria spp.","Coarse Sea Fir Hydroid","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","INVERT","UPC","SESSILE","AGGREGATED"
2018,9,"2018-09-25","INNP",2,40,"O","AB",0,"Abietinaria spp.","Coarse Sea Fir Hydroid","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","INVERT","UPC","SESSILE","AGGREGATED"
2018,9,"2018-09-25","INNP",3,20,"I","AB",0,"Abietinaria spp.","Coarse Sea Fir Hydroid","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","INVERT","UPC","SESSILE","AGGREGATED"
2018,9,"2018-09-25","INNP",3,20,"O","AB",0,"Abietinaria spp.","Coarse Sea Fir Hydroid","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","INVERT","UPC","SESSILE","AGGREGATED"
2018,9,"2018-09-25","INNP",3,40,"I","AB",0,"Abietinaria spp.","Coarse Sea Fir Hydroid","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","INVERT","UPC","SESSILE","AGGREGATED"
2018,9,"2018-09-25","INNP",3,40,"O","AB",0,"Abietinaria spp.","Coarse Sea Fir Hydroid","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","INVERT","UPC","SESSILE","AGGREGATED"
2018,10,"2018-10-23","TANK",1,20,"I","AB",0,"Abietinaria spp.","Coarse Sea Fir Hydroid","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","INVERT","UPC","SESSILE","AGGREGATED"
2018,10,"2018-10-23","TANK",1,20,"O","AB",0,"Abietinaria spp.","Coarse Sea Fir Hydroid","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","INVERT","UPC","SESSILE","AGGREGATED"
2018,10,"2018-10-23","TANK",1,40,"I","AB",0,"Abietinaria spp.","Coarse Sea Fir Hydroid","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","INVERT","UPC","SESSILE","AGGREGATED"
2018,10,"2018-10-23","TANK",1,40,"O","AB",0,"Abietinaria spp.","Coarse Sea Fir Hydroid","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","INVERT","UPC","SESSILE","AGGREGATED"
2018,10,"2018-10-23","TANK",2,20,"I","AB",0,"Abietinaria spp.","Coarse Sea Fir Hydroid","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","INVERT","UPC","SESSILE","AGGREGATED"
2018,10,"2018-10-23","TANK",2,20,"O","AB",0,"Abietinaria spp.","Coarse Sea Fir Hydroid","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","INVERT","UPC","SESSILE","AGGREGATED"
2018,10,"2018-10-23","TANK",2,40,"I","AB",0,"Abietinaria spp.","Coarse Sea Fir Hydroid","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","INVERT","UPC","SESSILE","AGGREGATED"
2018,10,"2018-10-23","TANK",2,40,"O","AB",0,"Abietinaria spp.","Coarse Sea Fir Hydroid","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","INVERT","UPC","SESSILE","AGGREGATED"
2018,10,"2018-10-24","REFU",1,20,"I","AB",0,"Abietinaria spp.","Coarse Sea Fir Hydroid","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","INVERT","UPC","SESSILE","AGGREGATED"
2018,10,"2018-10-24","REFU",1,20,"O","AB",0,"Abietinaria spp.","Coarse Sea Fir Hydroid","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","INVERT","UPC","SESSILE","AGGREGATED"
2018,10,"2018-10-24","REFU",1,40,"I","AB",0,"Abietinaria spp.","Coarse Sea Fir Hydroid","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","INVERT","UPC","SESSILE","AGGREGATED"
