YEAR,MONTH,DATE,SITE,TRANSECT,DISTANCE,SIDE,SP_CODE,POSITION,SUBSTRTE,SAND_DEPTH,OBS_CODE,NOTES,ENTERED_BY,CHECKED_BY
2018,9,9/10/2018,HORA,1,10,O,.,1,S,2,36,,CC,LM/IG
2018,9,9/10/2018,HORA,1,11,O,GS,1,B,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,1,12,O,.,1,SS,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,1,13,O,BR,1,B,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,1,14,O,.,1,S,2,36,,CC,LM/IG
2018,9,9/10/2018,HORA,1,15,O,.,1,S,8,36,,CC,LM/IG
2018,9,9/10/2018,HORA,1,16,O,.,1,S,10,36,,CC,LM/IG
2018,9,9/10/2018,HORA,1,17,O,.,1,S,14,36,,CC,LM/IG
2018,9,9/10/2018,HORA,1,18,O,.,1,S,15,36,,CC,LM/IG
2018,9,9/10/2018,HORA,1,19,O,.,1,S,12,36,,CC,LM/IG
2018,9,9/10/2018,HORA,1,20,O,.,1,S,8,36,,CC,LM/IG
2018,9,9/10/2018,HORA,1,21,O,.,1,S,10,36,,CC,LM/IG
2018,9,9/10/2018,HORA,1,22,O,.,1,S,11,36,,CC,LM/IG
2018,9,9/10/2018,HORA,1,23,O,.,1,S,12,36,,CC,LM/IG
2018,9,9/10/2018,HORA,1,24,O,.,1,S,14,36,,CC,LM/IG
2018,9,9/10/2018,HORA,1,25,O,.,1,S,8,36,,CC,LM/IG
2018,9,9/10/2018,HORA,1,26,O,.,1,S,8,36,,CC,LM/IG
2018,9,9/10/2018,HORA,1,27,O,.,1,S,6,36,,CC,LM/IG
2018,9,9/10/2018,HORA,1,28,O,.,1,S,5,36,,CC,LM/IG
2018,9,9/10/2018,HORA,1,29,O,.,1,S,5,36,,CC,LM/IG
2018,9,9/10/2018,HORA,1,30,O,.,1,S,5,36,,CC,LM/IG
2018,9,9/10/2018,HORA,1,31,O,.,1,S,5,36,,CC,LM/IG
2018,9,9/10/2018,HORA,1,32,O,.,1,S,5,36,,CC,LM/IG
2018,9,9/10/2018,HORA,1,33,O,.,1,S,2,36,,CC,LM/IG
2018,9,9/10/2018,HORA,1,34,O,.,1,S,5,36,,CC,LM/IG
2018,9,9/10/2018,HORA,1,35,O,DIOR,1,SS,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,1,35,O,R,2,SS,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,1,36,O,.,1,SS,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,1,37,O,.,1,SS,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,1,38,O,CZ,1,S,4,36,,CC,LM/IG
2018,9,9/10/2018,HORA,1,39,O,.,1,S,8,36,,CC,LM/IG
2018,9,9/10/2018,HORA,1,40,O,.,1,S,11,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,1,I,.,1,S,3,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,2,I,PH,1,S,3,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,3,I,.,1,S,9,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,4,I,.,1,S,5,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,5,I,PACA,1,S,4,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,6,I,DMH,1,B,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,6,I,R,2,B,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,7,I,MH,1,B,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,8,I,.,1,S,8,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,9,I,.,1,S,4,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,10,I,.,1,S,5,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,11,I,.,1,SS,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,12,I,R,1,B,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,13,I,.,1,SS,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,14,I,.,1,S,12,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,15,I,.,1,S,15,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,16,I,R,1,S,3,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,17,I,.,1,S,6,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,18,I,.,1,SS,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,19,I,PU,1,SS,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,20,I,R,1,SS,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,21,I,.,1,SS,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,22,I,.,1,S,2,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,23,I,PACA,1,B,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,24,I,.,1,S,3,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,25,I,R,1,SS,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,26,I,.,1,S,4,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,27,I,.,1,SS,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,28,I,.,1,S,2,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,29,I,SABW,1,B,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,30,I,.,1,S,5,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,31,I,R,1,SS,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,31,I,GS,2,SS,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,32,I,.,1,S,4,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,33,I,CYOS,1,S,3,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,34,I,.,1,S,6,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,35,I,.,1,S,8,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,36,I,.,1,S,4,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,37,I,FTHR,1,B,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,38,I,CESP,1,B,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,39,I,ECB,1,B,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,40,I,MH,1,B,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,1,O,.,1,S,3,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,2,O,.,1,S,5,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,3,O,SABW,1,B,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,4,O,.,1,S,2,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,5,O,SABW,1,S,3,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,6,O,MH,1,B,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,7,O,MH,1,B,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,8,O,.,1,S,8,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,9,O,.,1,S,6,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,10,O,.,1,S,5,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,11,O,.,1,SS,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,12,O,.,1,B,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,13,O,.,1,S,10,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,14,O,NA,1,S,11,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,15,O,.,1,S,14,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,16,O,.,1,S,5,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,17,O,MH,1,B,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,18,O,.,1,SS,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,19,O,.,1,SS,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,20,O,SABW,1,SS,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,21,O,.,1,SS,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,22,O,.,1,S,4,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,23,O,SABW,1,B,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,24,O,MH,1,B,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,24,O,TC,2,B,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,25,O,AU,1,SS,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,26,O,.,1,SS,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,27,O,MH,1,B,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,28,O,GS,1,SS,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,29,O,.,1,SS,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,30,O,.,1,S,3,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,31,O,NA,1,S,2,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,32,O,.,1,S,4,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,33,O,.,1,S,4,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,34,O,.,1,S,5,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,35,O,.,1,S,4,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,36,O,CF,1,SS,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,37,O,.,1,B,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,38,O,MH,1,B,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,39,O,R,1,B,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,40,O,MH,1,B,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,2,40,O,TC,2,B,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,1,I,CYOS,1,B,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,2,I,.,1,C,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,3,I,MH,1,B,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,4,I,MH,1,B,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,5,I,DL,1,SS,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,6,I,R,1,B,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,7,I,NA,1,B,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,8,I,UT,1,B,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,9,I,.,1,B,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,10,I,GS,1,B,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,11,I,DL,1,SS,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,12,I,DL,1,SS,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,13,I,.,1,SS,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,14,I,PU,1,B,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,14,I,DL,2,B,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,15,I,PACA,1,B,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,16,I,PH,1,B,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,17,I,R,1,B,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,18,I,NA,1,B,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,19,I,.,1,C,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,20,I,.,1,C,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,21,I,PHSE,1,B,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,22,I,CYOS,1,B,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,23,I,CYOS,1,B,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,24,I,CF,1,B,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,25,I,.,1,SS,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,26,I,BF,1,S,3,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,27,I,DP,1,S,2,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,28,I,ANSP,1,S,2,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,28,I,DL,2,S,2,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,29,I,DL,1,S,3,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,30,I,PHSE,1,SS,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,30,I,DL,2,SS,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,31,I,PRUB,1,BM,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,31,I,MH,2,BM,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,32,I,UT,1,SH,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,32,I,CC,2,SH,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,32,I,DL,3,SH,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,33,I,CF,1,SH,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,33,I,DL,2,SH,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,34,I,DL,1,SS,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,35,I,.,1,C,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,36,I,.,1,S,3,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,37,I,.,1,S,5,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,38,I,.,1,S,8,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,39,I,FTHR,1,S,6,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,40,I,.,1,S,5,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,1,O,CYOS,1,B,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,2,O,DL,1,B,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,3,O,GS,1,B,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,3,O,DL,2,B,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,4,O,PACA,1,B,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,5,O,DL,1,B,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,6,O,DL,1,B,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,7,O,DL,1,B,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,8,O,ECB,1,BM,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,8,O,R,2,BM,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,9,O,.,1,B,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,10,O,.,1,B,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,11,O,.,1,S,3,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,12,O,.,1,S,2,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,13,O,SABW,1,B,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,14,O,.,1,SS,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,15,O,MH,1,B,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,16,O,.,1,SS,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,17,O,NA,1,B,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,18,O,.,1,B,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,19,O,PACA,1,B,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,20,O,MH,1,B,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,21,O,.,1,B,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,22,O,CYOS,1,B,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,23,O,PHSE,1,B,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,24,O,.,1,C,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,25,O,R,1,S,2,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,26,O,NA,1,SS,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,26,O,AU,2,SS,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,27,O,R,1,SS,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,28,O,ECB,1,B,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,28,O,DL,2,B,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,29,O,R,1,B,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,29,O,DL,2,B,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,30,O,PHSE,1,BM,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,30,O,DL,2,BM,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,31,O,.,1,S,3,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,32,O,DL,1,SH,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,33,O,MH,1,SH,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,33,O,DL,2,SH,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,34,O,DL,1,S,5,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,35,O,DL,1,SS,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,36,O,BF,1,S,2,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,37,O,.,1,SS,0,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,38,O,GS,1,S,3,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,39,O,R,1,S,8,36,,CC,LM/IG
2018,9,9/10/2018,HORA,3,40,O,.,1,S,10,36,,CC,LM/IG
2018,9,9/11/2018,STEP,1,1,I,CZ,1,SS,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,2,I,R,1,SS,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,3,I,.,1,SS,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,4,I,.,1,SS,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,5,I,.,1,S,3,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,6,I,.,1,S,8,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,7,I,.,1,S,6,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,8,I,CYOS,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,9,I,TC,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,10,I,TC,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,11,I,TC,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,12,I,MH,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,13,I,SE,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,14,I,RAT,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,15,I,BF,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,16,I,GR,1,SS,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,17,I,GS,1,SS,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,18,I,TC,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,19,I,PA,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,20,I,ANSP,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,21,I,NA,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,21,I,TC,2,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,22,I,NA,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,23,I,CESP,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,24,I,UT,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,25,I,CYOS,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,26,I,.,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,27,I,.,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,28,I,TC,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,29,I,TC,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,30,I,.,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,31,I,DIOR,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,32,I,UT,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,33,I,TC,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,34,I,BN,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,35,I,MH,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,36,I,PA,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,37,I,STMO,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,38,I,ECB,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,39,I,R,1,C,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,40,I,.,1,C,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,1,O,.,1,SS,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,2,O,MH,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,3,O,.,1,S,3,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,4,O,.,1,S,8,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,5,O,TC,1,S,7,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,6,O,DL,1,S,5,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,7,O,GS,1,S,3,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,8,O,MH,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,9,O,CYOS,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,10,O,CC,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,11,O,CYOS,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,12,O,EC,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,13,O,TC,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,14,O,TC,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,15,O,TC,1,SS,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,16,O,NA,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,17,O,TC,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,18,O,CC,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,19,O,MH,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,20,O,CHPR,1,B,0,36,,LM,HD/DB
