YEAR,MONTH,DATE,SITE,TRANSECT,SP_CODE,PERCENT_COVER,DENSITY,WM_GM2,DRY_GM2,SFDM,AFDM,SCIENTIFIC_NAME,COMMON_NAME,TAXON_KINGDOM,TAXON_PHYLUM,TAXON_CLASS,TAXON_ORDER,TAXON_FAMILY,TAXON_GENUS,GROUP,SURVEY,MOBILITY,GROWTH_MORPH
2018,9,9/11/2018,GOLB,3,EC,0,NA,0,0,0,0,Corallinales,Encrusting Coralline,Plantae,Rhodophyta,Florideophyceae,Corallinales,NA,NA,ALGAE,UPC,SESSILE,AGGREGATED
2018,9,2018-09-11,GOLB,3,EGJ,NA,0,0,0,0,0,Egregia menziesii,Feather Boa Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Lessoniaceae,Egregia,ALGAE,QUAD,SESSILE,SOLITARY
2018,9,2018-09-11,GOLB,3,EGME,NA,0.0875,288.595192307692,37.517375,37.517375,12.00556,Egregia menziesii,Feather Boa Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Lessoniaceae,Egregia,ALGAE,SWATH,SESSILE,SOLITARY
2018,9,9/11/2018,GOLB,3,ER,0,NA,0,0,0,0,Rhodophyta,Encrusting red algae,Plantae,Rhodophyta,NA,NA,NA,NA,ALGAE,UPC,SESSILE,SOLITARY
2018,9,9/11/2018,GOLB,3,FB,0,NA,0,0,0,0,Ectocarpaceae,Filamentous brown & Diatom Mats,Chromista,Ochrophyta,Phaeophyceae,Ectocarpales,Ectocarpaceae,NA,ALGAE,UPC,SESSILE,AGGREGATED
2018,9,9/11/2018,GOLB,3,FR,0,NA,0,0,0,0,Rhodophyta,filamentous red,Plantae,Rhodophyta,NA,NA,NA,NA,ALGAE,UPC,SESSILE,AGGREGATED
2018,9,9/11/2018,GOLB,3,FTHR,1.25,NA,8.75,0.875,0.875,0.34125,Ceramiales,Ceramiales Complex: Neoptilota Ptilota Rhodoptilum Pterosiphonia,Plantae,Rhodophyta,Florideophyceae,Ceramiales,NA,NA,ALGAE,UPC,SESSILE,SOLITARY
2018,9,9/11/2018,GOLB,3,GR,0,NA,0,0,0,0,Gelidium,Agarweed,Plantae,Rhodophyta,Florideophyceae,Gelidiales,Gelidiaceae,Gelidium,ALGAE,UPC,SESSILE,AGGREGATED
2018,9,9/11/2018,GOLB,3,GS,10,NA,250,22.5,22.5,9.675,Gracilaria,NA,Plantae,Rhodophyta,Florideophyceae,Gracilariales,Gracilariaceae,Gracilaria,ALGAE,UPC,SESSILE,AGGREGATED
2018,9,9/11/2018,GOLB,3,GYSP,1.25,NA,7.625,1.525,1.525,0.71675,Gymnogongrus,NA,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Phyllophoraceae,Gymnogongrus,ALGAE,UPC,SESSILE,SOLITARY
2018,9,9/11/2018,GOLB,3,IR,0,NA,0,0,0,0,Iridaea,NA,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Gigartinaceae,Iridaea,ALGAE,UPC,SESSILE,SOLITARY
2018,9,2018-09-11,GOLB,3,LAFA,NA,0,0,0,0,0,Laminaria farlowii,Oar Weed,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,ALGAE,SWATH,SESSILE,SOLITARY
2018,9,2018-09-11,GOLB,3,LFJ,NA,0,0,0,0,0,Laminaria farlowii,NA,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,ALGAE,QUAD,SESSILE,SOLITARY
2018,9,9/11/2018,GOLB,3,LS,0,NA,0,0,0,0,Laurencia,NA,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Laurencia,ALGAE,UPC,SESSILE,AGGREGATED
2018,9,9/11/2018,GOLB,3,LX,0,NA,0,0,0,0,Osmundea spectabilis,NA,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Osmundea,ALGAE,UPC,SESSILE,AGGREGATED
2018,9,2018-09-11,GOLB,3,MAPY,NA,5.675,3775.18461538461,490.774,490.774,132.50898,Macrocystis pyrifera,Giant Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Macrocystis,ALGAE,KELP,SESSILE,SOLITARY
2018,9,9/11/2018,GOLB,3,NA,10,NA,63.6363636363636,7,7,2.73,Nienburgia andersoniana,NA,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Nienburgia,ALGAE,UPC,SESSILE,AGGREGATED
2018,9,9/11/2018,GOLB,3,PHSE,0,NA,0,0,0,0,Phycodrys setchellii,NA,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Phycodrys,ALGAE,UPC,SESSILE,SOLITARY
2018,9,9/11/2018,GOLB,3,PL,0,NA,0,0,0,0,Prionitis lanceolata,NA,Plantae,Rhodophyta,Florideophyceae,Halymeniales,Halymeniaceae,Prionitis,ALGAE,UPC,SESSILE,SOLITARY
2018,9,9/11/2018,GOLB,3,POLA,0,NA,0,0,0,0,Polyneura latissima,NA,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Polyneura,ALGAE,UPC,SESSILE,AGGREGATED
2018,9,9/11/2018,GOLB,3,PRSP,0,NA,0,0,0,0,Prionitis linearis,NA,Plantae,Rhodophyta,Florideophyceae,Halymeniales,Halymeniaceae,Prionitis,ALGAE,UPC,SESSILE,SOLITARY
2018,9,2018-09-11,GOLB,3,PTCA,NA,0,0,0,0,0,Pterygophora californica,Palm Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Alariaceae,Pterygophora,ALGAE,SWATH,SESSILE,SOLITARY
2018,9,2018-09-11,GOLB,3,PTJ,NA,0,0,0,0,0,Pterygophora californica,NA,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Alariaceae,Pterygophora,ALGAE,QUAD,SESSILE,SOLITARY
2018,9,2018-09-11,GOLB,3,PTL,NA,0,0,0,0,0,Pterygophora californica,NA,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Alariaceae,Pterygophora,ALGAE,QUAD,SESSILE,SOLITARY
2018,9,9/11/2018,GOLB,3,R,0,NA,0,0,0,0,Rhodymenia californica,NA,Plantae,Rhodophyta,Florideophyceae,Rhodymeniales,Rhodymeniaceae,Rhodymenia,ALGAE,UPC,SESSILE,AGGREGATED
2018,9,9/11/2018,GOLB,3,RAT,1.25,NA,4.40789473684211,0.8375,0.8375,0.326625,Rhodophyta,Red algal turf,Plantae,Rhodophyta,NA,NA,NA,NA,ALGAE,UPC,SESSILE,AGGREGATED
2018,9,9/11/2018,GOLB,3,SAFU,0,NA,0,0,0,0,Sarcodiotheca furcata,NA,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Solieriaceae,Sarcodiotheca,ALGAE,UPC,SESSILE,AGGREGATED
2018,9,9/11/2018,GOLB,3,SCCA,0,NA,0,0,0,0,Scinaia confusa,NA,Plantae,Rhodophyta,Florideophyceae,Nemaliales,Scinaiaceae,Scinaia,ALGAE,UPC,SESSILE,AGGREGATED
2018,9,2018-09-11,GOLB,3,SMJ,NA,0,0,0,0,0,Sargassum muticum,Wire-weed,Chromista,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Sargassum,ALGAE,QUAD,SESSILE,SOLITARY
2018,9,9/11/2018,GOLB,3,STIN,1.25,NA,9.53125,1.525,1.525,0.71675,Stenogramma californica,NA,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Phyllophoraceae,Stenogramma,ALGAE,UPC,SESSILE,SOLITARY
2018,9,9/11/2018,GOLB,3,UV,1.25,NA,15,1.35,1.35,0.54,Ulva,Sea Lettuce,Plantae,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae,Ulva,ALGAE,UPC,SESSILE,SOLITARY
2018,9,9/11/2018,GOLB,3,ZOMA,10,NA,290,26.1,26.1,10.44,Zostera marina,Eel Grass,Plantae,Tracheophyta,Magnoliopsida,Alismatales,Zosteraceae,Zostera,ALGAE,UPC,SESSILE,AGGREGATED
2018,9,9/10/2018,HORA,1,AU,0,NA,0,0,0,0,Acrosorium ciliolatum,NA,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Acrosorium,ALGAE,UPC,SESSILE,AGGREGATED
2018,9,9/10/2018,HORA,1,BF,0,NA,0,0,0,0,Cryptopleura ruprechtiana,Grape Tounge,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Cryptopleura,ALGAE,UPC,SESSILE,AGGREGATED
2018,9,9/10/2018,HORA,1,BO,0,NA,0,0,0,0,Bossiella orbigniana,NA,Plantae,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,Bossiella,ALGAE,UPC,SESSILE,AGGREGATED
2018,9,9/10/2018,HORA,1,BR,1.25,NA,10.3333333333333,1.55,1.55,0.3875,Rhodophyceae,Blady red,Plantae,Rhodophyta,Rhodophyceae,NA,NA,NA,ALGAE,UPC,SESSILE,AGGREGATED
2018,9,9/10/2018,HORA,1,CAL,0,NA,0,0,0,0,Calliarthron cheilosporioid,NA,Plantae,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,Calliarthron,ALGAE,UPC,SESSILE,AGGREGATED
2018,9,9/10/2018,HORA,1,CC,0,NA,0,0,0,0,Chondracanthus ,NA,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Gigartinaceae,Chondracanthus,ALGAE,UPC,SESSILE,SOLITARY
2018,9,9/10/2018,HORA,1,CF,0,NA,0,0,0,0,Callophyllis flabellulata,NA,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Kallymeniaceae,Callophyllis,ALGAE,UPC,SESSILE,SOLITARY
2018,9,9/10/2018,HORA,1,CO,0,NA,0,0,0,0,Corallina officinalis,Pink Feather Coralline,Plantae,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,Corallina,ALGAE,UPC,SESSILE,SOLITARY
2018,9,9/10/2018,HORA,1,CRYP,0,NA,0,0,0,0,Cryptopleura,NA,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Cryptopleura,ALGAE,UPC,SESSILE,SOLITARY
2018,9,2018-09-10,HORA,1,CYJ,NA,0,0,0,0,0,Stephanocystis osmundacea,NA,Chromista,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Stephanocystis,ALGAE,QUAD,SESSILE,SOLITARY
2018,9,2018-09-10,HORA,1,CYOS,NA,0,0,0,0,0,Stephanocystis osmundacea,NA,Chromista,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Stephanocystis,ALGAE,SWATH,SESSILE,SOLITARY
2018,9,9/10/2018,HORA,1,CYOS,0,NA,0,0,0,0,Stephanocystis osmundacea,NA,Chromista,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Stephanocystis,ALGAE,UPC,SESSILE,SOLITARY
2018,9,9/10/2018,HORA,1,CZ,1.25,NA,14.0833333333333,2.1125,2.1125,0.823875,Chondracanthus spinosus,NA,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Gigartinaceae,Chondracanthus,ALGAE,UPC,SESSILE,SOLITARY
2018,9,9/10/2018,HORA,1,DIAT,0,NA,0,0,0,0,Fragilariaceae,diatom mat,Chromista,Ochrophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,NA,ALGAE,UPC,SESSILE,AGGREGATED
2018,9,9/10/2018,HORA,1,DL,2.5,NA,72.5,6.525,6.525,2.61,Desmarestia ligulata,Acid Weed,Chromista,Ochrophyta,Phaeophyceae,Desmarestiales,Desmarestiaceae,Desmarestia,ALGAE,UPC,SESSILE,SOLITARY
2018,9,9/10/2018,HORA,1,DP,0,NA,0,0,0,0,Dictyota,NA,Chromista,Ochrophyta,Phaeophyceae,Dictyotales,Dictyotaceae,Dictyota,ALGAE,UPC,SESSILE,SOLITARY
2018,9,9/10/2018,HORA,1,DU,0,NA,0,0,0,0,Dictyopteris undulata,NA,Chromista,Ochrophyta,Phaeophyceae,Dictyotales,Dictyotaceae,Dictyopteris,ALGAE,UPC,SESSILE,SOLITARY
2018,9,9/10/2018,HORA,1,EC,0,NA,0,0,0,0,Corallinales,Encrusting Coralline,Plantae,Rhodophyta,Florideophyceae,Corallinales,NA,NA,ALGAE,UPC,SESSILE,AGGREGATED
2018,9,2018-09-10,HORA,1,EGJ,NA,0,0,0,0,0,Egregia menziesii,Feather Boa Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Lessoniaceae,Egregia,ALGAE,QUAD,SESSILE,SOLITARY
2018,9,2018-09-10,HORA,1,EGME,NA,0,0,0,0,0,Egregia menziesii,Feather Boa Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Lessoniaceae,Egregia,ALGAE,SWATH,SESSILE,SOLITARY
2018,9,9/10/2018,HORA,1,ER,0,NA,0,0,0,0,Rhodophyta,Encrusting red algae,Plantae,Rhodophyta,NA,NA,NA,NA,ALGAE,UPC,SESSILE,SOLITARY
2018,9,9/10/2018,HORA,1,FB,0,NA,0,0,0,0,Ectocarpaceae,Filamentous brown & Diatom Mats,Chromista,Ochrophyta,Phaeophyceae,Ectocarpales,Ectocarpaceae,NA,ALGAE,UPC,SESSILE,AGGREGATED
2018,9,9/10/2018,HORA,1,FR,0,NA,0,0,0,0,Rhodophyta,filamentous red,Plantae,Rhodophyta,NA,NA,NA,NA,ALGAE,UPC,SESSILE,AGGREGATED
2018,9,9/10/2018,HORA,1,FTHR,0,NA,0,0,0,0,Ceramiales,Ceramiales Complex: Neoptilota Ptilota Rhodoptilum Pterosiphonia,Plantae,Rhodophyta,Florideophyceae,Ceramiales,NA,NA,ALGAE,UPC,SESSILE,SOLITARY
2018,9,9/10/2018,HORA,1,GR,0,NA,0,0,0,0,Gelidium,Agarweed,Plantae,Rhodophyta,Florideophyceae,Gelidiales,Gelidiaceae,Gelidium,ALGAE,UPC,SESSILE,AGGREGATED
2018,9,9/10/2018,HORA,1,GS,2.5,NA,62.5,5.625,5.625,2.41875,Gracilaria,NA,Plantae,Rhodophyta,Florideophyceae,Gracilariales,Gracilariaceae,Gracilaria,ALGAE,UPC,SESSILE,AGGREGATED
2018,9,9/10/2018,HORA,1,GYSP,0,NA,0,0,0,0,Gymnogongrus,NA,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Phyllophoraceae,Gymnogongrus,ALGAE,UPC,SESSILE,SOLITARY
2018,9,9/10/2018,HORA,1,IR,0,NA,0,0,0,0,Iridaea,NA,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Gigartinaceae,Iridaea,ALGAE,UPC,SESSILE,SOLITARY
2018,9,2018-09-10,HORA,1,LAFA,NA,0,0,0,0,0,Laminaria farlowii,Oar Weed,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,ALGAE,SWATH,SESSILE,SOLITARY
2018,9,2018-09-10,HORA,1,LFJ,NA,0,0,0,0,0,Laminaria farlowii,NA,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,ALGAE,QUAD,SESSILE,SOLITARY
2018,9,9/10/2018,HORA,1,LS,0,NA,0,0,0,0,Laurencia,NA,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Laurencia,ALGAE,UPC,SESSILE,AGGREGATED
2018,9,9/10/2018,HORA,1,LX,0,NA,0,0,0,0,Osmundea spectabilis,NA,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Osmundea,ALGAE,UPC,SESSILE,AGGREGATED
2018,9,2018-09-10,HORA,1,MAPY,NA,8.125,5405,702.65,702.65,189.7155,Macrocystis pyrifera,Giant Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Macrocystis,ALGAE,KELP,SESSILE,SOLITARY
2018,9,9/10/2018,HORA,1,NA,3.75,NA,23.8636363636364,2.625,2.625,1.02375,Nienburgia andersoniana,NA,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Nienburgia,ALGAE,UPC,SESSILE,AGGREGATED
2018,9,9/10/2018,HORA,1,PHSE,0,NA,0,0,0,0,Phycodrys setchellii,NA,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Phycodrys,ALGAE,UPC,SESSILE,SOLITARY
2018,9,9/10/2018,HORA,1,PL,0,NA,0,0,0,0,Prionitis lanceolata,NA,Plantae,Rhodophyta,Florideophyceae,Halymeniales,Halymeniaceae,Prionitis,ALGAE,UPC,SESSILE,SOLITARY
2018,9,9/10/2018,HORA,1,POLA,1.25,NA,31.1538461538462,4.05,4.05,1.0125,Polyneura latissima,NA,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Polyneura,ALGAE,UPC,SESSILE,AGGREGATED
2018,9,9/10/2018,HORA,1,PRSP,0,NA,0,0,0,0,Prionitis linearis,NA,Plantae,Rhodophyta,Florideophyceae,Halymeniales,Halymeniaceae,Prionitis,ALGAE,UPC,SESSILE,SOLITARY
2018,9,2018-09-10,HORA,1,PTCA,NA,1.0125,106.961538461538,13.905,13.905,4.4496,Pterygophora californica,Palm Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Alariaceae,Pterygophora,ALGAE,SWATH,SESSILE,SOLITARY
2018,9,2018-09-10,HORA,1,PTJ,NA,4.5,17.6538461538462,2.295,2.295,0.7344,Pterygophora californica,NA,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Alariaceae,Pterygophora,ALGAE,QUAD,SESSILE,SOLITARY
2018,9,2018-09-10,HORA,1,PTL,NA,0.666666666666667,7.02564102564103,0.913333333333333,0.913333333333333,0.292266666666667,Pterygophora californica,NA,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Alariaceae,Pterygophora,ALGAE,QUAD,SESSILE,SOLITARY
2018,9,9/10/2018,HORA,1,R,2.5,NA,19.0625,3.05,3.05,1.4335,Rhodymenia californica,NA,Plantae,Rhodophyta,Florideophyceae,Rhodymeniales,Rhodymeniaceae,Rhodymenia,ALGAE,UPC,SESSILE,AGGREGATED
2018,9,9/10/2018,HORA,1,RAT,0,NA,0,0,0,0,Rhodophyta,Red algal turf,Plantae,Rhodophyta,NA,NA,NA,NA,ALGAE,UPC,SESSILE,AGGREGATED
2018,9,9/10/2018,HORA,1,SAFU,0,NA,0,0,0,0,Sarcodiotheca furcata,NA,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Solieriaceae,Sarcodiotheca,ALGAE,UPC,SESSILE,AGGREGATED
2018,9,9/10/2018,HORA,1,SCCA,0,NA,0,0,0,0,Scinaia confusa,NA,Plantae,Rhodophyta,Florideophyceae,Nemaliales,Scinaiaceae,Scinaia,ALGAE,UPC,SESSILE,AGGREGATED
2018,9,2018-09-10,HORA,1,SMJ,NA,0,0,0,0,0,Sargassum muticum,Wire-weed,Chromista,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Sargassum,ALGAE,QUAD,SESSILE,SOLITARY
2018,9,9/10/2018,HORA,1,STIN,0,NA,0,0,0,0,Stenogramma californica,NA,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Phyllophoraceae,Stenogramma,ALGAE,UPC,SESSILE,SOLITARY
2018,9,9/10/2018,HORA,1,UV,0,NA,0,0,0,0,Ulva,Sea Lettuce,Plantae,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae,Ulva,ALGAE,UPC,SESSILE,SOLITARY
2018,9,9/10/2018,HORA,1,ZOMA,0,NA,0,0,0,0,Zostera marina,Eel Grass,Plantae,Tracheophyta,Magnoliopsida,Alismatales,Zosteraceae,Zostera,ALGAE,UPC,SESSILE,AGGREGATED
2018,9,9/10/2018,HORA,2,AU,1.25,NA,7.95454545454546,0.875,0.875,0.34125,Acrosorium ciliolatum,NA,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Acrosorium,ALGAE,UPC,SESSILE,AGGREGATED
2018,9,9/10/2018,HORA,2,BF,0,NA,0,0,0,0,Cryptopleura ruprechtiana,Grape Tounge,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Cryptopleura,ALGAE,UPC,SESSILE,AGGREGATED
2018,9,9/10/2018,HORA,2,BO,0,NA,0,0,0,0,Bossiella orbigniana,NA,Plantae,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,Bossiella,ALGAE,UPC,SESSILE,AGGREGATED
2018,9,9/10/2018,HORA,2,BR,0,NA,0,0,0,0,Rhodophyceae,Blady red,Plantae,Rhodophyta,Rhodophyceae,NA,NA,NA,ALGAE,UPC,SESSILE,AGGREGATED
2018,9,9/10/2018,HORA,2,CAL,0,NA,0,0,0,0,Calliarthron cheilosporioid,NA,Plantae,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,Calliarthron,ALGAE,UPC,SESSILE,AGGREGATED
2018,9,9/10/2018,HORA,2,CC,0,NA,0,0,0,0,Chondracanthus ,NA,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Gigartinaceae,Chondracanthus,ALGAE,UPC,SESSILE,SOLITARY
2018,9,9/10/2018,HORA,2,CF,1.25,NA,7.95454545454546,0.875,0.875,0.34125,Callophyllis flabellulata,NA,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Kallymeniaceae,Callophyllis,ALGAE,UPC,SESSILE,SOLITARY
2018,9,9/10/2018,HORA,2,CO,0,NA,0,0,0,0,Corallina officinalis,Pink Feather Coralline,Plantae,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,Corallina,ALGAE,UPC,SESSILE,SOLITARY
2018,9,9/10/2018,HORA,2,CRYP,0,NA,0,0,0,0,Cryptopleura,NA,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Cryptopleura,ALGAE,UPC,SESSILE,SOLITARY
2018,9,2018-09-10,HORA,2,CYJ,NA,0,0,0,0,0,Stephanocystis osmundacea,NA,Chromista,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Stephanocystis,ALGAE,QUAD,SESSILE,SOLITARY
2018,9,2018-09-10,HORA,2,CYOS,NA,0.075,8.47,1.2705,1.2705,0.444675,Stephanocystis osmundacea,NA,Chromista,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Stephanocystis,ALGAE,SWATH,SESSILE,SOLITARY
2018,9,9/10/2018,HORA,2,CYOS,1.25,NA,27.9166666666667,4.1875,4.1875,1.465625,Stephanocystis osmundacea,NA,Chromista,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Stephanocystis,ALGAE,UPC,SESSILE,SOLITARY
2018,9,9/10/2018,HORA,2,CZ,0,NA,0,0,0,0,Chondracanthus spinosus,NA,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Gigartinaceae,Chondracanthus,ALGAE,UPC,SESSILE,SOLITARY
2018,9,9/10/2018,HORA,2,DIAT,0,NA,0,0,0,0,Fragilariaceae,diatom mat,Chromista,Ochrophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,NA,ALGAE,UPC,SESSILE,AGGREGATED
