YEAR,MONTH,DATE,SITE,TRANSECT,SP_CODE,PERCENT_COVER,DENSITY,WM_GM2,DRY_GM2,SFDM,AFDM,SCIENTIFIC_NAME,COMMON_NAME,TAXON_KINGDOM,TAXON_PHYLUM,TAXON_CLASS,TAXON_ORDER,TAXON_FAMILY,TAXON_GENUS,GROUP,SURVEY,MOBILITY,GROWTH_MORPH
2018,9,9/11/2018,GOLB,3,BN,0,NA,0,0,0,0,Bugula neritina,NA,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Bugula,INVERT,UPC,SESSILE,AGGREGATED
2018,9,2018-09-11,GOLB,3,CASP,NA,0,0,0,0,0,Cancer,Cancer Crab,Animalia,Arthropoda,Malacostraca,Decapoda,Cancridae,Cancer,INVERT,SWATH,MOBILE,SOLITARY
2018,9,9/11/2018,GOLB,3,CESP,0,NA,0,0,0,0,Cellaria,NA,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Cellariidae,Cellaria,INVERT,UPC,SESSILE,AGGREGATED
2018,9,2018-09-11,GOLB,3,CHOV,NA,1.16666666666667,206.753292194166,150.723150009547,24.3968884789116,19.84831605064,Chaceia ovoidea,Wart-Neck Piddock,Animalia,Mollusca,Bivalvia,Myida,Pholadidae,Chaceia,INVERT,QUAD,SESSILE,AGGREGATED
2018,9,9/11/2018,GOLB,3,CHPR,0,NA,0,0,0,0,Chelyosoma productum,Disc-Top Turnicate,Animalia,Chordata,Ascidiacea,Phlebobranchia,Corellidae,Chelyosoma,INVERT,UPC,SESSILE,AGGREGATED
2018,9,2018-09-11,GOLB,3,COCA,NA,2,1.13417522925779,0.878985802674788,0.120222574301326,0.075989740360272,Californiconus californicus,Califonia Cone Snail,Animalia,Mollusca,Gastropoda,Neogastropoda,Conidae,Californiconus,INVERT,QUAD,MOBILE,AGGREGATED
2018,9,9/11/2018,GOLB,3,COST,0,NA,0,0,0,0,Celleporina robertsoniae,Orange Byozoan,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Celleporidae,Celleporina,INVERT,UPC,SESSILE,AGGREGATED
2018,9,2018-09-11,GOLB,3,CRGI,NA,0,0,0,0,0,Crassadoma gigantea,Rock Scallop,Animalia,Mollusca,Bivalvia,Pectinida,Pectinidae,Crassadoma,INVERT,SWATH,SESSILE,SOLITARY
2018,9,9/11/2018,GOLB,3,CROC,0,NA,0,0,0,0,Crisia occidentalis,White Tuft Bryozoans,Animalia,Bryozoa,Stenolaemata,Cyclostomatida,Crisiidae,Crisia,INVERT,UPC,SESSILE,AGGREGATED
2018,9,9/11/2018,GOLB,3,CUPI,0,NA,0,0,0,0,Cucumaria piperata,Salt and Pepper Cucumber,Animalia,Echinodermata,Holothuroidea,Dendrochirotida,Cucumariidae,Cucumaria,INVERT,UPC,SESSILE,SOLITARY
2018,9,9/11/2018,GOLB,3,CY,0,NA,0,0,0,0,Corynactis californica,Club-Tipped Anemone,Animalia,Cnidaria,Anthozoa,Corallimorpharia,Corallimorphidae,Corynactis,INVERT,UPC,SESSILE,AGGREGATED
2018,9,2018-09-11,GOLB,3,CYSP,NA,0.166666666666667,3.70008730187575,2.73806460338805,0.329307769866941,0.247905849225675,Neobernaya spadicea,Chestnut Cowry,Animalia,Mollusca,Gastropoda,Littorinimorpha,Cypraeidae,Neobernaya,INVERT,QUAD,MOBILE,SOLITARY
2018,9,2018-09-11,GOLB,3,DIL,NA,0,0,0,0,0,Dermasterias imbricata,Leather Star,Animalia,Echinodermata,Asteroidea,Valvatida,Asteropseidae,Dermasterias,INVERT,SWATH,MOBILE,SOLITARY
2018,9,2018-09-11,GOLB,3,DIOR,NA,0.5,0.1023845,0.0271318925,0.0271318925,0.021910283,Diopatra ornata,Ornate Tube Worm,Animalia,Annelida,Polychaeta,Eunicida,Onuphidae,Diopatra,INVERT,QUAD,SESSILE,SOLITARY
2018,9,9/11/2018,GOLB,3,ECB,0,NA,0,0,0,0,Bryozoa,Encrusting Bryozoan,Animalia,Bryozoa,NA,NA,NA,NA,INVERT,UPC,SESSILE,AGGREGATED
2018,9,9/11/2018,GOLB,3,ES,0,NA,0,0,0,0,Demospongiae,Encrusting sponge,Animalia,Porifera,Demospongiae,NA,NA,NA,INVERT,UPC,SESSILE,AGGREGATED
2018,9,9/11/2018,GOLB,3,EUCL,0,NA,0,0,0,0,Euherdmania claviformis,Tunic-Band Compound Turnicate,Animalia,Chordata,Ascidiacea,Aplousobranchia,Euherdmaniidae,Euherdmania,INVERT,UPC,SESSILE,AGGREGATED
2018,9,2018-09-11,GOLB,3,EUPO,NA,0,0,0,0,0,Eudistylia polymorpha,Feather Duster Worm,Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,Eudistylia,INVERT,QUAD,SESSILE,SOLITARY
2018,9,2018-09-11,GOLB,3,EUQU,NA,0,0,0,0,0,Eupentacta quinquesemita,White Sea Cucumber,Animalia,Echinodermata,Holothuroidea,Dendrochirotida,Sclerodactylidae,Eupentacta,INVERT,QUAD,SESSILE,SOLITARY
2018,9,2018-09-11,GOLB,3,HARU,NA,0,0,0,0,0,Haliotis rufescens,Red Abalone,Animalia,Mollusca,Gastropoda,Lepetellida,Haliotidae,Haliotis,INVERT,SWATH,MOBILE,SOLITARY
2018,9,2018-09-11,GOLB,3,KEKE,NA,0,0,0,0,0,Kelletia kelletii,Kellet's Welk,Animalia,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Kelletia,INVERT,SWATH,MOBILE,SOLITARY
2018,9,2018-09-11,GOLB,3,LIGL,NA,0,0,0,0,0,Lithopoma,Wavey Turbin Snail,Animalia,Mollusca,Gastropoda,Trochida,Turbinidae,Lithopoma,INVERT,SWATH,MOBILE,SOLITARY
2018,9,2018-09-11,GOLB,3,LIGS,NA,0,0,0,0,0,Lithopoma,Wavey Turbin Snail,Animalia,Mollusca,Gastropoda,Trochida,Turbinidae,Lithopoma,INVERT,QUAD,MOBILE,SOLITARY
2018,9,9/11/2018,GOLB,3,LINU,0,NA,0,0,0,0,Lissothuria nutriens,Scarlet Sea Cucumber,Animalia,Echinodermata,Holothuroidea,Dendrochirotida,Psolidae,Lissothuria,INVERT,UPC,SESSILE,SOLITARY
2018,9,9/11/2018,GOLB,3,LNUT,0,NA,0,0,0,0,Leucilla nuttingi,Urn Sponge,Animalia,Porifera,Calcarea,Leucosolenida,Amphoriscidae,Leucilla,INVERT,UPC,SESSILE,AGGREGATED
2018,9,2018-09-11,GOLB,3,LOCH,NA,0,0,0,0,0,Leptogorgia chilensis,Red Gorgonian,Animalia,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,Leptogorgia,INVERT,SWATH,SESSILE,SOLITARY
2018,9,2018-09-11,GOLB,3,LOGR,NA,0,0,0,0,0,Loxorhynchus grandis,Sheep Crab,Animalia,Arthropoda,Malacostraca,Decapoda,Epialtidae,Loxorhynchus,INVERT,SWATH,MOBILE,SOLITARY
2018,9,2018-09-11,GOLB,3,MECR,NA,0.025,4.67874448784518,1.0152875538624,0.692454184201087,0.575485572004957,Megathura crenulata,Giant Key Hole Limpet,Animalia,Mollusca,Gastropoda,Lepetellida,Fissurellidae,Megathura,INVERT,SWATH,MOBILE,SOLITARY
2018,9,2018-09-11,GOLB,3,MIID,NA,0,0,0,0,0,Mitra idae,Ida's Mitre,Animalia,Mollusca,Gastropoda,Neogastropoda,Mitridae,Mitra,INVERT,QUAD,MOBILE,SOLITARY
2018,9,2018-09-11,GOLB,3,MUCA,NA,0,0,0,0,0,Muricea californica,California Golden Gorgonian,Animalia,Cnidaria,Anthozoa,Alcyonacea,Plexauridae,Muricea,INVERT,SWATH,SESSILE,SOLITARY
2018,9,2018-09-11,GOLB,3,MUCAJ,NA,0,0,0,0,0,Muricea californica,California Golden Gorgonian,Animalia,Cnidaria,Anthozoa,Alcyonacea,Plexauridae,Muricea,INVERT,QUAD,SESSILE,SOLITARY
2018,9,2018-09-11,GOLB,3,MUFR,NA,0,0,0,0,0,Muricea fruticosa,Brown Gorgonian,Animalia,Cnidaria,Anthozoa,Alcyonacea,Plexauridae,Muricea,INVERT,SWATH,SESSILE,SOLITARY
2018,9,2018-09-11,GOLB,3,NONO,NA,0,0,0,0,0,Norrisia norrisii,Norris's Topsnail,Animalia,Mollusca,Gastropoda,Trochida,Tegulidae,Norrisia,INVERT,QUAD,MOBILE,SOLITARY
2018,9,2018-09-11,GOLB,3,OCTO,NA,0.0125,0.533256829215712,0.0959862292588281,0.0959862292588281,0.0826548085284353,Octopus,NA,Animalia,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,INVERT,SWATH,MOBILE,SOLITARY
2018,9,2018-09-11,GOLB,3,OPES,NA,0,0,0,0,0,Ophioplocus esmarki,Smooth Brittle Star,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiolepididae,Ophioplocus,INVERT,QUAD,MOBILE,SOLITARY
2018,9,2018-09-11,GOLB,3,OPSP,NA,0,0,0,0,0,Ophiothrix spiculata,Spiny Brittle Star,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiotrichidae,Ophiothrix,INVERT,QUAD,MOBILE,SOLITARY
2018,9,9/11/2018,GOLB,3,PA,13.75,NA,0.18676625,0.042582705,0.042582705,0.030629665,Phragmatopoma californica,Colonial Sand Tube Worm,Animalia,Annelida,Polychaeta,NA,Sabellariidae,Phragmatopoma,INVERT,UPC,SESSILE,AGGREGATED
2018,9,2018-09-11,GOLB,3,PACA,NA,1.66666666666667,142.465713029379,101.00819053783,13.6767084508204,10.2575313381153,Parapholas californica,Scaleside Piddock,Animalia,Mollusca,Bivalvia,Myida,Pholadidae,Parapholas,INVERT,QUAD,SESSILE,SOLITARY
2018,9,2018-09-11,GOLB,3,PAFI,NA,0,0,0,0,0,Pachycerianthus fimbriatus,Tube Dwelling Anemone,Animalia,Cnidaria,Anthozoa,Spirularia,Cerianthidae,Pachycerianthus,INVERT,QUAD,SESSILE,SOLITARY
2018,9,2018-09-11,GOLB,3,PAIN,NA,0.025,8.61890399398165,2.55981448621255,1.35316792705512,1.18940875116947,Panulirus interruptus,California Spiny Lobster,Animalia,Arthropoda,Malacostraca,Decapoda,Palinuridae,Panulirus,INVERT,SWATH,MOBILE,SOLITARY
2018,9,2018-09-11,GOLB,3,PAPA,NA,0,0,0,0,0,Apostichopus parvimensis,Warty Sea Cucumber,Animalia,Echinodermata,Holothuroidea,Synallactida,Stichopodidae,Apostichopus,INVERT,SWATH,MOBILE,SOLITARY
2018,9,2018-09-11,GOLB,3,PAST,NA,0,0,0,0,0,Paracyathus stearnsi,Brown Cup Coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Paracyathus,INVERT,QUAD,SESSILE,SOLITARY
2018,9,2018-09-11,GOLB,3,PGL,NA,0,0,0,0,0,Pisaster giganteus,Giant Spined Sea Star,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pisaster,INVERT,SWATH,MOBILE,SOLITARY
2018,9,2018-09-11,GOLB,3,POL,NA,0,0,0,0,0,Pisaster ochraceus,Ochre sea star,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pisaster,INVERT,SWATH,MOBILE,SOLITARY
2018,9,2018-09-11,GOLB,3,PRUB,NA,0,0,0,0,0,Pachythyone rubra,NA,Animalia,Echinodermata,Holothuroidea,Dendrochirotida,Sclerodactylidae,Pachythyone,INVERT,QUAD,SESSILE,SOLITARY
2018,9,2018-09-11,GOLB,3,PUPR,NA,0,0,0,0,0,Pugettia producta,Kelp Crab,Animalia,Arthropoda,Malacostraca,Decapoda,Epialtidae,Pugettia,INVERT,SWATH,MOBILE,SOLITARY
2018,9,9/11/2018,GOLB,3,SABW,0,NA,0,0,0,0,Sabellidae,Sabellid Wom,Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,NA,INVERT,UPC,SESSILE,SOLITARY
2018,9,9/11/2018,GOLB,3,SE,0,NA,0,0,0,0,Thylacodes squamigerus,Scaled Worm Snail,Animalia,Mollusca,Gastropoda,Littorinimorpha,Vermetidae,Thylacodes,INVERT,UPC,SESSILE,SOLITARY
2018,9,2018-09-11,GOLB,3,SFL,NA,0,0,0,0,0,Mesocentrotus franciscanus,Red Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Mesocentrotus,INVERT,QUAD,MOBILE,SOLITARY
2018,9,2018-09-11,GOLB,3,SKE,NA,0,0,0,0,0,Kelletia kelletii,Kellet's Welk,Animalia,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Kelletia,INVERT,QUAD,MOBILE,SOLITARY
2018,9,2018-09-11,GOLB,3,SPL,NA,1,33.5861068464741,11.6543790757265,5.4409493091288,4.76922717219932,Strongylocentrotus purpuratus,Purple Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,INVERT,QUAD,MOBILE,SOLITARY
2018,9,2018-09-11,GOLB,3,SPS,NA,0,0,0,0,0,Strongylocentrotus purpuratus,Purple Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,INVERT,QUAD,MOBILE,SOLITARY
2018,9,9/11/2018,GOLB,3,ST,0,NA,0,0,0,0,Salmacina tribranchiata,Fragile Tube Worm,Animalia,Annelida,Polychaeta,Sabellida,Serpulidae,Salmacina,INVERT,UPC,SESSILE,AGGREGATED
2018,9,2018-09-11,GOLB,3,STMO,NA,1.83333333333333,44.946811057079,6.15771311481982,6.15771311481982,4.26994705042251,Styela montereyensis,Stalked Tunicate,Animalia,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Styela,INVERT,QUAD,SESSILE,SOLITARY
2018,9,9/11/2018,GOLB,3,TC,3.75,NA,2.22699375,0.73268094375,0.0846257625,0.05122085625,Thalamoporella californica,NA,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Thalamoporellidae,Thalamoporella,INVERT,UPC,SESSILE,AGGREGATED
2018,9,2018-09-11,GOLB,3,TEAU,NA,0,0,0,0,0,Tethya aurantium,Orange Puffball Sponge,Animalia,Porifera,Demospongiae,Tethyida,Tethyidae,Tethya,INVERT,QUAD,SESSILE,SOLITARY
2018,9,2018-09-11,GOLB,3,TESP,NA,0,0,0,0,0,Tegula,Black Turbin Snail,Animalia,Mollusca,Gastropoda,Trochida,Tegulidae,Tegula,INVERT,QUAD,MOBILE,SOLITARY
2018,9,9/11/2018,GOLB,3,UIH,0,NA,0,0,0,0,Hydroidolina,Unidentified hydroid,Animalia,Cnidaria,Hydrozoa,NA,NA,NA,INVERT,UPC,SESSILE,AGGREGATED
2018,9,2018-09-11,GOLB,3,URLO,NA,0,0,0,0,0,Urticina eques,Whit-Spotted Rose Anemone,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Urticina,INVERT,QUAD,SESSILE,SOLITARY
2018,9,9/11/2018,GOLB,3,UT,0,NA,0,0,0,0,Chordata,Unidentified compound tunicate,Animalia,Chordata,NA,NA,NA,NA,INVERT,UPC,SESSILE,AGGREGATED
2018,9,9/10/2018,HORA,1,AB,0,NA,0,0,0,0,Abietinaria,Coarse Sea Fir Hydroid,Animalia,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,Abietinaria,INVERT,UPC,SESSILE,AGGREGATED
2018,9,9/10/2018,HORA,1,AL,0,NA,0,0,0,0,Astrangia haimei,Aggregating cup Coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Astrangia,INVERT,UPC,SESSILE,AGGREGATED
2018,9,2018-09-10,HORA,1,AML,NA,0,0,0,0,0,Patiria miniata,Bat Star,Animalia,Echinodermata,Asteroidea,Valvatida,Asterinidae,Patiria,INVERT,SWATH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,1,AMS,NA,0,0,0,0,0,Patiria miniata,Bat Star,Animalia,Echinodermata,Asteroidea,Valvatida,Asterinidae,Patiria,INVERT,QUAD,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,1,ANSP,NA,0.5,8.59586661067745,1.62461878941804,1.62461878941804,1.37533865770839,Anthopleura,Aggregating anemone,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anthopleura,INVERT,QUAD,SESSILE,AGGREGATED
2018,9,2018-09-10,HORA,1,APCA,NA,0,0,0,0,0,Aplysia californica,California Brown Sea Hare,Animalia,Mollusca,Gastropoda,Aplysiida,Aplysiidae,Aplysia,INVERT,SWATH,MOBILE,SOLITARY
2018,9,9/10/2018,HORA,1,AR,0,NA,0,0,0,0,Eudistoma psammion,Sand Turnicate,Animalia,Chordata,Ascidiacea,Aplousobranchia,Polycitoridae,Eudistoma,INVERT,UPC,SESSILE,AGGREGATED
2018,9,9/10/2018,HORA,1,AS,0,NA,0,0,0,0,Aglaophenia,Ostrich-Plume Hydroid,Animalia,Cnidaria,Hydrozoa,Leptothecata,Aglaopheniidae,Aglaophenia,INVERT,UPC,SESSILE,AGGREGATED
2018,9,9/10/2018,HORA,1,ATM,0,NA,0,0,0,0,Amphipoda,Amphipod tube mat,Animalia,Arthropoda,Malacostraca,Amphipoda,NA,NA,INVERT,UPC,SESSILE,AGGREGATED
2018,9,2018-09-10,HORA,1,BAEL,NA,0,0,0,0,0,Balanophyllia elegans,Orange Cup Coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Dendrophylliidae,Balanophyllia,INVERT,QUAD,SESSILE,AGGREGATED
2018,9,9/10/2018,HORA,1,BN,0,NA,0,0,0,0,Bugula neritina,NA,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Bugula,INVERT,UPC,SESSILE,AGGREGATED
2018,9,2018-09-10,HORA,1,CASP,NA,0,0,0,0,0,Cancer,Cancer Crab,Animalia,Arthropoda,Malacostraca,Decapoda,Cancridae,Cancer,INVERT,SWATH,MOBILE,SOLITARY
2018,9,9/10/2018,HORA,1,CESP,0,NA,0,0,0,0,Cellaria,NA,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Cellariidae,Cellaria,INVERT,UPC,SESSILE,AGGREGATED
2018,9,2018-09-10,HORA,1,CHOV,NA,0,0,0,0,0,Chaceia ovoidea,Wart-Neck Piddock,Animalia,Mollusca,Bivalvia,Myida,Pholadidae,Chaceia,INVERT,QUAD,SESSILE,AGGREGATED
2018,9,9/10/2018,HORA,1,CHPR,1.25,NA,0.89718125,0.20366014375,0.20366014375,0.046653425,Chelyosoma productum,Disc-Top Turnicate,Animalia,Chordata,Ascidiacea,Phlebobranchia,Corellidae,Chelyosoma,INVERT,UPC,SESSILE,AGGREGATED
2018,9,2018-09-10,HORA,1,COCA,NA,2,1.64013108113327,1.27110158787829,0.173853894600127,0.109888782435929,Californiconus californicus,Califonia Cone Snail,Animalia,Mollusca,Gastropoda,Neogastropoda,Conidae,Californiconus,INVERT,QUAD,MOBILE,AGGREGATED
2018,9,9/10/2018,HORA,1,COST,0,NA,0,0,0,0,Celleporina robertsoniae,Orange Byozoan,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Celleporidae,Celleporina,INVERT,UPC,SESSILE,AGGREGATED
2018,9,2018-09-10,HORA,1,CRGI,NA,0,0,0,0,0,Crassadoma gigantea,Rock Scallop,Animalia,Mollusca,Bivalvia,Pectinida,Pectinidae,Crassadoma,INVERT,SWATH,SESSILE,SOLITARY
2018,9,9/10/2018,HORA,1,CROC,0,NA,0,0,0,0,Crisia occidentalis,White Tuft Bryozoans,Animalia,Bryozoa,Stenolaemata,Cyclostomatida,Crisiidae,Crisia,INVERT,UPC,SESSILE,AGGREGATED
2018,9,9/10/2018,HORA,1,CUPI,0,NA,0,0,0,0,Cucumaria piperata,Salt and Pepper Cucumber,Animalia,Echinodermata,Holothuroidea,Dendrochirotida,Cucumariidae,Cucumaria,INVERT,UPC,SESSILE,SOLITARY
2018,9,9/10/2018,HORA,1,CY,0,NA,0,0,0,0,Corynactis californica,Club-Tipped Anemone,Animalia,Cnidaria,Anthozoa,Corallimorpharia,Corallimorphidae,Corynactis,INVERT,UPC,SESSILE,AGGREGATED
2018,9,2018-09-10,HORA,1,CYSP,NA,0,0,0,0,0,Neobernaya spadicea,Chestnut Cowry,Animalia,Mollusca,Gastropoda,Littorinimorpha,Cypraeidae,Neobernaya,INVERT,QUAD,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,1,DIL,NA,0,0,0,0,0,Dermasterias imbricata,Leather Star,Animalia,Echinodermata,Asteroidea,Valvatida,Asteropseidae,Dermasterias,INVERT,SWATH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,1,DIOR,NA,4.5,0.9214605,0.2441870325,0.2441870325,0.197192547,Diopatra ornata,Ornate Tube Worm,Animalia,Annelida,Polychaeta,Eunicida,Onuphidae,Diopatra,INVERT,QUAD,SESSILE,SOLITARY
2018,9,9/10/2018,HORA,1,ECB,1.25,NA,0.20458125,0.10290436875,0.020458125,0.00716034375,Bryozoa,Encrusting Bryozoan,Animalia,Bryozoa,NA,NA,NA,NA,INVERT,UPC,SESSILE,AGGREGATED
2018,9,9/10/2018,HORA,1,ES,0,NA,0,0,0,0,Demospongiae,Encrusting sponge,Animalia,Porifera,Demospongiae,NA,NA,NA,INVERT,UPC,SESSILE,AGGREGATED
2018,9,9/10/2018,HORA,1,EUCL,0,NA,0,0,0,0,Euherdmania claviformis,Tunic-Band Compound Turnicate,Animalia,Chordata,Ascidiacea,Aplousobranchia,Euherdmaniidae,Euherdmania,INVERT,UPC,SESSILE,AGGREGATED
2018,9,2018-09-10,HORA,1,EUPO,NA,0,0,0,0,0,Eudistylia polymorpha,Feather Duster Worm,Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,Eudistylia,INVERT,QUAD,SESSILE,SOLITARY
2018,9,2018-09-10,HORA,1,EUQU,NA,0,0,0,0,0,Eupentacta quinquesemita,White Sea Cucumber,Animalia,Echinodermata,Holothuroidea,Dendrochirotida,Sclerodactylidae,Eupentacta,INVERT,QUAD,SESSILE,SOLITARY
2018,9,2018-09-10,HORA,1,HARU,NA,0,0,0,0,0,Haliotis rufescens,Red Abalone,Animalia,Mollusca,Gastropoda,Lepetellida,Haliotidae,Haliotis,INVERT,SWATH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,1,KEKE,NA,0.05,9.21339611414717,7.69318575531289,0.663364520218596,0.534376974620536,Kelletia kelletii,Kellet's Welk,Animalia,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Kelletia,INVERT,SWATH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,1,LIGL,NA,0,0,0,0,0,Lithopoma,Wavey Turbin Snail,Animalia,Mollusca,Gastropoda,Trochida,Turbinidae,Lithopoma,INVERT,SWATH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,1,LIGS,NA,0,0,0,0,0,Lithopoma,Wavey Turbin Snail,Animalia,Mollusca,Gastropoda,Trochida,Turbinidae,Lithopoma,INVERT,QUAD,MOBILE,SOLITARY
2018,9,9/10/2018,HORA,1,LINU,0,NA,0,0,0,0,Lissothuria nutriens,Scarlet Sea Cucumber,Animalia,Echinodermata,Holothuroidea,Dendrochirotida,Psolidae,Lissothuria,INVERT,UPC,SESSILE,SOLITARY
2018,9,9/10/2018,HORA,1,LNUT,0,NA,0,0,0,0,Leucilla nuttingi,Urn Sponge,Animalia,Porifera,Calcarea,Leucosolenida,Amphoriscidae,Leucilla,INVERT,UPC,SESSILE,AGGREGATED
2018,9,2018-09-10,HORA,1,LOCH,NA,0,0,0,0,0,Leptogorgia chilensis,Red Gorgonian,Animalia,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,Leptogorgia,INVERT,SWATH,SESSILE,SOLITARY
2018,9,2018-09-10,HORA,1,LOGR,NA,0,0,0,0,0,Loxorhynchus grandis,Sheep Crab,Animalia,Arthropoda,Malacostraca,Decapoda,Epialtidae,Loxorhynchus,INVERT,SWATH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,1,MECR,NA,0,0,0,0,0,Megathura crenulata,Giant Key Hole Limpet,Animalia,Mollusca,Gastropoda,Lepetellida,Fissurellidae,Megathura,INVERT,SWATH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,1,MIID,NA,0,0,0,0,0,Mitra idae,Ida's Mitre,Animalia,Mollusca,Gastropoda,Neogastropoda,Mitridae,Mitra,INVERT,QUAD,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,1,MUCA,NA,0,0,0,0,0,Muricea californica,California Golden Gorgonian,Animalia,Cnidaria,Anthozoa,Alcyonacea,Plexauridae,Muricea,INVERT,SWATH,SESSILE,SOLITARY
2018,9,2018-09-10,HORA,1,MUCAJ,NA,0,0,0,0,0,Muricea californica,California Golden Gorgonian,Animalia,Cnidaria,Anthozoa,Alcyonacea,Plexauridae,Muricea,INVERT,QUAD,SESSILE,SOLITARY
