YEAR,MONTH,DATE,SITE,TRANSECT,SP_CODE,DENSITY,WM_GM2,DRY_GM2,AFDM,SCIENTIFIC_NAME,COMMON_NAME,TAXON_KINGDOM,TAXON_PHYLUM,TAXON_CLASS,TAXON_ORDER,TAXON_FAMILY,TAXON_GENUS,GROUP,SURVEY,MOBILITY,GROWTH_MORPH
2018,9,2018-09-03,OAKS,1,PNEB,0,0,0,0,Paralabrax nebulifer,Barred Sandbass,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Paralabrax,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-03,OAKS,1,RTOX,0,0,0,0,Rhacochilus toxotes,Rubberlip Surfperch,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Rhacochilus,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-03,OAKS,1,SATR,0,0,0,0,Sebastes atrovirens,Kelp Rockfish,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-03,OAKS,1,SGUT,0,0,0,0,Scorpaena guttata,California Scorpionfish,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Scorpaena,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-03,OAKS,1,SPUL,0,0,0,0,Semicossyphus pulcher,California Sheephead,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Semicossyphus,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-03,OAKS,1,SSER,0,0,0,0,Sebastes serranoides,Olive Rockfish,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-03,OAKS,1,TSEM,0,0,0,NA,Triakis semifasciata,Leopard Shark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Triakis,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-03,OAKS,2,ANDA,0,0,0,0,Anisotremus davidsonii,Sargo,Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,Anisotremus,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-03,OAKS,2,BFRE,0,0,0,0,Brachyistius frenatus,Kelp Surfperch,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Brachyistius,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-03,OAKS,2,BOTH,0,0,0,0,Bothid,Unidentified Flatfish spp.,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Bothidae,NA,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-03,OAKS,2,BRAY,0,0,0,NA,Myliobatis californica,Bat Ray,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Myliobatis,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-03,OAKS,2,DVAC,0,0,0,0,Rhacochilus vacca,Pile Surfperch,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Rhacochilus,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-03,OAKS,2,EJAC,0,0,0,0,Embiotoca jacksoni,Black Surfperch,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Embiotoca,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-03,OAKS,2,HARG,0,0,0,0,Hyperprosopon argenteum,Walleye Surfperch,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Hyperprosopon,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-03,OAKS,2,HCAR,0,0,0,0,Hypsurus caryi,Rainbow Surfperch,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Hypsurus,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-03,OAKS,2,HROS,0,0,0,0,Heterostichus rostratus,Giant Kelpfish,Animalia,Chordata,Actinopterygii,Perciformes,Clinidae,Heterostichus,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-03,OAKS,2,HRUB,0,0,0,0,Hypsypops rubicundus,Garibaldi,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Hypsypops,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-03,OAKS,2,HSEM,0,0,0,0,Halichoeres semicinctus ,Rock Wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Halichoeres,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-03,OAKS,2,MCAL,0,0,0,0,Medialuna californiensis,Halfmoon,Animalia,Chordata,Actinopterygii,Perciformes,Kyphosidae,Medialuna,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-03,OAKS,2,OCAL,0.1875,10.36,2.6418,2.1238,Oxyjulis californica,Senorita,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Oxyjulis,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-03,OAKS,2,PCAL,0,0,0,0,Paralichthys californicus,California Halibut,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,Paralichthys,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-03,OAKS,2,PCLA,0.1125,28.32,7.2216,5.8056,Paralabrax clathratus,Kelp Bass,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Paralabrax,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-03,OAKS,2,PFUR,0.225,28.35,7.22925,5.81175,Phanerodon furcatus,White Surfperch,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Phanerodon,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-03,OAKS,2,PNEB,0,0,0,0,Paralabrax nebulifer,Barred Sandbass,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Paralabrax,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-03,OAKS,2,RTOX,0,0,0,0,Rhacochilus toxotes,Rubberlip Surfperch,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Rhacochilus,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-03,OAKS,2,SATR,0,0,0,0,Sebastes atrovirens,Kelp Rockfish,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-03,OAKS,2,SGUT,0,0,0,0,Scorpaena guttata,California Scorpionfish,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Scorpaena,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-03,OAKS,2,SPUL,0,0,0,0,Semicossyphus pulcher,California Sheephead,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Semicossyphus,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-03,OAKS,2,SSER,0,0,0,0,Sebastes serranoides,Olive Rockfish,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-03,OAKS,2,TSEM,0,0,0,NA,Triakis semifasciata,Leopard Shark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Triakis,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-03,OAKS,3,ANDA,0,0,0,0,Anisotremus davidsonii,Sargo,Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,Anisotremus,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-03,OAKS,3,BFRE,0,0,0,0,Brachyistius frenatus,Kelp Surfperch,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Brachyistius,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-03,OAKS,3,BOTH,0,0,0,0,Bothid,Unidentified Flatfish spp.,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Bothidae,NA,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-03,OAKS,3,BRAY,0,0,0,NA,Myliobatis californica,Bat Ray,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Myliobatis,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-03,OAKS,3,DVAC,0.025,3.76,0.9588,0.7708,Rhacochilus vacca,Pile Surfperch,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Rhacochilus,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-03,OAKS,3,EJAC,0,0,0,0,Embiotoca jacksoni,Black Surfperch,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Embiotoca,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-03,OAKS,3,HARG,0,0,0,0,Hyperprosopon argenteum,Walleye Surfperch,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Hyperprosopon,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-03,OAKS,3,HCAR,0.0375,4.31,1.09905,0.88355,Hypsurus caryi,Rainbow Surfperch,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Hypsurus,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-03,OAKS,3,HROS,0,0,0,0,Heterostichus rostratus,Giant Kelpfish,Animalia,Chordata,Actinopterygii,Perciformes,Clinidae,Heterostichus,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-03,OAKS,3,HRUB,0,0,0,0,Hypsypops rubicundus,Garibaldi,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Hypsypops,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-03,OAKS,3,HSEM,0,0,0,0,Halichoeres semicinctus ,Rock Wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Halichoeres,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-03,OAKS,3,MCAL,0,0,0,0,Medialuna californiensis,Halfmoon,Animalia,Chordata,Actinopterygii,Perciformes,Kyphosidae,Medialuna,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-03,OAKS,3,OCAL,0,0,0,0,Oxyjulis californica,Senorita,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Oxyjulis,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-03,OAKS,3,PCAL,0,0,0,0,Paralichthys californicus,California Halibut,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,Paralichthys,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-03,OAKS,3,PCLA,0.0625,24.22,6.1761,4.9651,Paralabrax clathratus,Kelp Bass,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Paralabrax,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-03,OAKS,3,PFUR,0.15,14.04,3.5802,2.8782,Phanerodon furcatus,White Surfperch,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Phanerodon,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-03,OAKS,3,PNEB,0,0,0,0,Paralabrax nebulifer,Barred Sandbass,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Paralabrax,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-03,OAKS,3,RTOX,0,0,0,0,Rhacochilus toxotes,Rubberlip Surfperch,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Rhacochilus,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-03,OAKS,3,SATR,0,0,0,0,Sebastes atrovirens,Kelp Rockfish,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-03,OAKS,3,SGUT,0,0,0,0,Scorpaena guttata,California Scorpionfish,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Scorpaena,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-03,OAKS,3,SPUL,0,0,0,0,Semicossyphus pulcher,California Sheephead,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Semicossyphus,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-03,OAKS,3,SSER,0,0,0,0,Sebastes serranoides,Olive Rockfish,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-03,OAKS,3,TSEM,0,0,0,NA,Triakis semifasciata,Leopard Shark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Triakis,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,1,ANDA,0,0,0,0,Anisotremus davidsonii,Sargo,Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,Anisotremus,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,1,BFRE,0,0,0,0,Brachyistius frenatus,Kelp Surfperch,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Brachyistius,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,1,BOTH,0,0,0,0,Bothid,Unidentified Flatfish spp.,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Bothidae,NA,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,1,BRAY,0.0125,401.56,114.4446,NA,Myliobatis californica,Bat Ray,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Myliobatis,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,1,CLIN,0,0,0,0,Gibbonsia,Crevice Kelpfish,Animalia,Chordata,Actinopterygii,Perciformes,Clinidae,Gibbonsia,FISH,CRYPTIC FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,1,CNIC,0,0,0,0,Rhinogobiops nicholsii,Blackeye Goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Rhinogobiops,FISH,CRYPTIC FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,1,COTT,0,0,0,0,Cottidae,Unidentified Sculpin Spp,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,NA,FISH,CRYPTIC FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,1,DVAC,0,0,0,0,Rhacochilus vacca,Pile Surfperch,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Rhacochilus,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,1,EJAC,0,0,0,0,Embiotoca jacksoni,Black Surfperch,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Embiotoca,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,1,HARG,0,0,0,0,Hyperprosopon argenteum,Walleye Surfperch,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Hyperprosopon,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,1,HCAR,0,0,0,0,Hypsurus caryi,Rainbow Surfperch,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Hypsurus,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,1,HROS,0,0,0,0,Heterostichus rostratus,Giant Kelpfish,Animalia,Chordata,Actinopterygii,Perciformes,Clinidae,Heterostichus,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,1,HRUB,0,0,0,0,Hypsypops rubicundus,Garibaldi,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Hypsypops,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,1,HSEM,0,0,0,0,Halichoeres semicinctus ,Rock Wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Halichoeres,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,1,LHIR,0,0,0,0,Leiocottus hirundo,Lavender Sculpin,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Leiocottus,FISH,CRYPTIC FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,1,MCAL,0,0,0,0,Medialuna californiensis,Halfmoon,Animalia,Chordata,Actinopterygii,Perciformes,Kyphosidae,Medialuna,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,1,OCAL,0.0375,0.38,0.0969,0.0779,Oxyjulis californica,Senorita,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Oxyjulis,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,1,OPIC,0,0,0,0,Oxylebius pictus,Painted Greenling,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Hexagrammidae,Oxylebius,FISH,CRYPTIC FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,1,PCAL,0,0,0,0,Paralichthys californicus,California Halibut,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,Paralichthys,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,1,PCLA,0.2,14.75,3.76125,3.02375,Paralabrax clathratus,Kelp Bass,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Paralabrax,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,1,PFUR,0.025,1.55,0.39525,0.31775,Phanerodon furcatus,White Surfperch,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Phanerodon,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,1,PNEB,0,0,0,0,Paralabrax nebulifer,Barred Sandbass,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Paralabrax,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,1,RTOX,0,0,0,0,Rhacochilus toxotes,Rubberlip Surfperch,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Rhacochilus,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,1,SATR,0,0,0,0,Sebastes atrovirens,Kelp Rockfish,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,1,SGUT,0,0,0,0,Scorpaena guttata,California Scorpionfish,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Scorpaena,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,1,SPUL,0,0,0,0,Semicossyphus pulcher,California Sheephead,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Semicossyphus,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,1,SSER,0,0,0,0,Sebastes serranoides,Olive Rockfish,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,1,TSEM,0,0,0,NA,Triakis semifasciata,Leopard Shark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Triakis,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,2,ANDA,0,0,0,0,Anisotremus davidsonii,Sargo,Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,Anisotremus,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,2,BFRE,0.05,1.11,0.28305,0.22755,Brachyistius frenatus,Kelp Surfperch,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Brachyistius,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,2,BOTH,0,0,0,0,Bothid,Unidentified Flatfish spp.,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Bothidae,NA,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,2,BRAY,0,0,0,NA,Myliobatis californica,Bat Ray,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Myliobatis,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,2,CLIN,0,0,0,0,Gibbonsia,Crevice Kelpfish,Animalia,Chordata,Actinopterygii,Perciformes,Clinidae,Gibbonsia,FISH,CRYPTIC FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,2,CNIC,0,0,0,0,Rhinogobiops nicholsii,Blackeye Goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Rhinogobiops,FISH,CRYPTIC FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,2,COTT,0,0,0,0,Cottidae,Unidentified Sculpin Spp,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,NA,FISH,CRYPTIC FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,2,DVAC,0,0,0,0,Rhacochilus vacca,Pile Surfperch,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Rhacochilus,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,2,EJAC,0.0625,9.94,2.5347,2.0377,Embiotoca jacksoni,Black Surfperch,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Embiotoca,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,2,HARG,0,0,0,0,Hyperprosopon argenteum,Walleye Surfperch,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Hyperprosopon,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,2,HCAR,0.025,2.01,0.51255,0.41205,Hypsurus caryi,Rainbow Surfperch,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Hypsurus,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,2,HROS,0,0,0,0,Heterostichus rostratus,Giant Kelpfish,Animalia,Chordata,Actinopterygii,Perciformes,Clinidae,Heterostichus,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,2,HRUB,0,0,0,0,Hypsypops rubicundus,Garibaldi,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Hypsypops,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,2,HSEM,0,0,0,0,Halichoeres semicinctus ,Rock Wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Halichoeres,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,2,LHIR,0,0,0,0,Leiocottus hirundo,Lavender Sculpin,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Leiocottus,FISH,CRYPTIC FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,2,MCAL,0,0,0,0,Medialuna californiensis,Halfmoon,Animalia,Chordata,Actinopterygii,Perciformes,Kyphosidae,Medialuna,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,2,OCAL,0.0625,2.83,0.72165,0.58015,Oxyjulis californica,Senorita,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Oxyjulis,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,2,OPIC,0,0,0,0,Oxylebius pictus,Painted Greenling,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Hexagrammidae,Oxylebius,FISH,CRYPTIC FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,2,PCAL,0,0,0,0,Paralichthys californicus,California Halibut,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,Paralichthys,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,2,PCLA,0.1375,15.94,4.0647,3.2677,Paralabrax clathratus,Kelp Bass,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Paralabrax,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,2,PFUR,0.05,3.7,0.9435,0.7585,Phanerodon furcatus,White Surfperch,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Phanerodon,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,2,PNEB,0,0,0,0,Paralabrax nebulifer,Barred Sandbass,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Paralabrax,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,2,RTOX,0,0,0,0,Rhacochilus toxotes,Rubberlip Surfperch,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Rhacochilus,FISH,FISH,MOBILE,SOLITARY
