YEAR,MONTH,DATE,SITE,VIS,TRANSECT,SP_CODE,SIZE,COUNT,OBS_CODE,NOTES,ENTERED_BY,CHECKED_BY
2018,9,9/10/18,HORA,2.3,2,HCAR,18,1,36,,CC,LM/IG
2018,9,9/10/18,HORA,2.3,2,PFUR,18,3,36,,CC,LM/IG
2018,9,9/10/18,HORA,2.3,2,PFUR,20,1,36,,CC,LM/IG
2018,9,9/10/18,HORA,2.3,2,OCAL,17,5,36,,CC,LM/IG
2018,9,9/10/18,HORA,2.3,2,SPUL,28,1,36,,CC,LM/IG
2018,9,9/10/18,HORA,2.3,2,SPUL,34,1,36,,CC,LM/IG
2018,9,9/10/18,HORA,2.5,3,PCLA,30,1,36,,CC,LM/IG
2018,9,9/10/18,HORA,2.5,3,PCLA,20,1,36,,CC,LM/IG
2018,9,9/10/18,HORA,2.5,3,PCLA,24,6,36,,CC,LM/IG
2018,9,9/10/18,HORA,2.5,3,PCLA,28,8,36,,CC,LM/IG
2018,9,9/10/18,HORA,2.5,3,BFRE,10,3,36,,CC,LM/IG
2018,9,9/10/18,HORA,2.5,3,DVAC,18,1,36,,CC,LM/IG
2018,9,9/10/18,HORA,2.5,3,DVAC,15,1,36,,CC,LM/IG
2018,9,9/10/18,HORA,2.5,3,DVAC,14,1,36,,CC,LM/IG
2018,9,9/10/18,HORA,2.5,3,EJAC,15,3,36,,CC,LM/IG
2018,9,9/10/18,HORA,2.5,3,HCAR,16,1,36,,CC,LM/IG
2018,9,9/10/18,HORA,2.5,3,OCAL,15,6,36,,CC,LM/IG
2018,9,9/10/18,HORA,2.5,3,OCAL,18,3,36,,CC,LM/IG
2018,9,9/11/18,STEP,2.6,1,PCLA,42,1,36,,IG,LM/IG
2018,9,9/11/18,STEP,2.6,1,PCLA,25,3,36,,IG,LM/IG
2018,9,9/11/18,STEP,2.6,1,PCLA,20,4,36,,IG,LM/IG
2018,9,9/11/18,STEP,2.6,1,PCLA,28,1,36,,IG,LM/IG
2018,9,9/11/18,STEP,2.6,1,PCLA,32,1,36,,IG,LM/IG
2018,9,9/11/18,STEP,2.6,1,PCLA,48,1,36,,IG,LM/IG
2018,9,9/11/18,STEP,2.6,1,PCLA,44,1,36,,IG,LM/IG
2018,9,9/11/18,STEP,2.6,1,PCLA,36,1,36,,IG,LM/IG
2018,9,9/11/18,STEP,2.6,1,PCLA,30,1,36,,IG,LM/IG
2018,9,9/11/18,STEP,2.6,1,PCLA,24,1,36,,IG,LM/IG
2018,9,9/11/18,STEP,2.6,1,EJAC,26,1,36,,IG,LM/IG
2018,9,9/11/18,STEP,2.6,1,PFUR,18,3,36,,IG,LM/IG
2018,9,9/11/18,STEP,2.6,1,OCAL,18,3,36,,IG,LM/IG
2018,9,9/11/18,STEP,2.6,1,OCAL,15,6,36,,IG,LM/IG
2018,9,9/11/18,STEP,2.6,1,SPUL,28,1,36,,IG,LM/IG
2018,9,9/11/18,STEP,2.6,1,SPUL,35,1,36,,IG,LM/IG
2018,9,9/11/18,STEP,2.6,1,SPUL,24,1,36,,IG,LM/IG
2018,9,9/11/18,STEP,2.6,1,ANDA,30,3,36,,IG,LM/IG
2018,9,9/11/18,STEP,2.6,1,ANDA,38,1,36,,IG,LM/IG
2018,9,9/11/18,STEP,2.6,1,ANDA,36,1,36,,IG,LM/IG
2018,9,9/11/18,STEP,2.6,1,SGUT,10,1,36,,IG,LM/IG
2018,9,9/11/18,STEP,2.3,2,PCLA,25,3,36,,IG,LM/IG
2018,9,9/11/18,STEP,2.3,2,PCLA,45,1,36,,IG,LM/IG
2018,9,9/11/18,STEP,2.3,2,PCLA,42,1,36,,IG,LM/IG
2018,9,9/11/18,STEP,2.3,2,PCLA,7,5,36,,IG,LM/IG
2018,9,9/11/18,STEP,2.3,2,PCLA,20,6,36,,IG,LM/IG
2018,9,9/11/18,STEP,2.3,2,PCLA,15,3,36,,IG,LM/IG
2018,9,9/11/18,STEP,2.3,2,PCLA,35,1,36,,IG,LM/IG
2018,9,9/11/18,STEP,2.3,2,PCLA,32,1,36,,IG,LM/IG
2018,9,9/11/18,STEP,2.3,2,OCAL,15,12,36,,IG,LM/IG
2018,9,9/11/18,STEP,2.3,2,SPUL,22,1,36,,IG,LM/IG
2018,9,9/11/18,STEP,2.3,2,MCAL,28,4,36,,IG,LM/IG
2018,9,9/11/18,STEP,2.3,2,ANDA,25,26,36,,IG,LM/IG
2018,9,9/11/18,STEP,2.3,3,PCLA,26,1,36,,IG,LM/IG
2018,9,9/11/18,STEP,2.3,3,PCLA,28,1,36,,IG,LM/IG
2018,9,9/11/18,STEP,2.3,3,PCLA,35,1,36,,IG,LM/IG
2018,9,9/11/18,STEP,2.3,3,PCLA,16,1,36,,IG,LM/IG
2018,9,9/11/18,STEP,2.3,3,PCLA,22,1,36,,IG,LM/IG
2018,9,9/11/18,STEP,2.3,3,PCLA,18,3,36,,IG,LM/IG
2018,9,9/11/18,STEP,2.3,3,PCLA,40,1,36,,IG,LM/IG
2018,9,9/11/18,STEP,2.3,3,PCLA,38,1,36,,IG,LM/IG
2018,9,9/11/18,STEP,2.3,3,PFUR,20,8,36,,IG,LM/IG
2018,9,9/11/18,STEP,2.3,3,OCAL,17,5,36,,IG,LM/IG
2018,9,9/11/18,STEP,2.3,3,MCAL,32,8,36,,IG,LM/IG
2018,9,9/11/18,STEP,2.3,3,ANDA,35,12,36,,IG,LM/IG
2018,9,9/11/18,GOLB,2.1,3,PCLA,32,1,36,,IG,LM/IG
2018,9,9/11/18,GOLB,2.1,3,PCLA,25,1,36,,IG,LM/IG
2018,9,9/13/18,MESA,2.1,2,PCLA,36,1,36,,IG,
2018,9,9/13/18,MESA,2.1,2,PCLA,34,1,36,,IG,
2018,9,9/13/18,MESA,2.1,2,PCLA,30,1,36,,IG,
2018,9,9/13/18,MESA,2.1,2,HARG,18,30,36,,IG,
2018,9,9/3/18,OAKS,4.2,1,PCLA,25,3,36,,RZ,TW/IG
2018,9,9/3/18,OAKS,4.2,1,PCLA,32,3,36,,RZ,TW/IG
2018,9,9/3/18,OAKS,4.2,1,OCAL,17,18,36,,RZ,TW/IG
2018,9,9/3/18,OAKS,4.2,1,PCLA,38,1,36,,RZ,TW/IG
2018,9,9/3/18,OAKS,4.2,1,PCLA,40,1,36,,RZ,TW/IG
2018,9,9/3/18,OAKS,3.2,2,PCLA,22,6,36,,RZ,TW/IG
2018,9,9/3/18,OAKS,3.2,2,PCLA,27,1,36,,RZ,TW/IG
2018,9,9/3/18,OAKS,3.2,2,PCLA,28,1,36,,RZ,TW/IG
2018,9,9/3/18,OAKS,3.2,2,PFUR,22,18,36,,RZ,TW/IG
2018,9,9/3/18,OAKS,3.2,2,OCAL,18,15,36,,RZ,TW/IG
2018,9,9/3/18,OAKS,3.2,2,PCLA,42,1,36,,RZ,TW/IG
2018,9,9/3/18,OAKS,3,3,PCLA,32,1,36,,RZ,TW/IG
2018,9,9/3/18,OAKS,3,3,PCLA,25,1,36,,RZ,TW/IG
2018,9,9/3/18,OAKS,3,3,PCLA,28,1,36,,RZ,TW/IG
2018,9,9/3/18,OAKS,3,3,PCLA,42,1,36,,RZ,TW/IG
2018,9,9/3/18,OAKS,3,3,PCLA,14,1,36,,RZ,TW/IG
2018,9,9/3/18,OAKS,3,3,DVAC,22,1,36,,RZ,TW/IG
2018,9,9/3/18,OAKS,3,3,DVCA,20,1,36,,RZ,TW/IG
2018,9,9/3/18,OAKS,3,3,HCAR,18,1,36,,RZ,TW/IG
2018,9,9/3/18,OAKS,3,3,HCAR,20,1,36,,RZ,TW/IG
2018,9,9/3/18,OAKS,3,3,HCAR,17,1,36,,RZ,TW/IG
2018,9,9/3/18,OAKS,3,3,PFUR,20,12,36,,RZ,TW/IG
2018,9,9/12/18,MESA,1.5,1,PCLA,6,6,36,,RZ,TW/IG
2018,9,9/12/18,IVEE,2.6,9,PCLA,16,1,36,,RZ,TW/IG
2018,9,9/12/18,IVEE,2.6,9,PCLA,18,1,36,,RZ,TW/IG
2018,9,9/12/18,IVEE,2.6,9,PCLA,32,1,36,,RZ,TW/IG
2018,9,9/12/18,IVEE,2.6,9,PCLA,35,3,36,,RZ,TW/IG
2018,9,9/12/18,IVEE,2.6,9,PCLA,40,1,36,,RZ,TW/IG
2018,9,9/12/18,IVEE,2.6,9,PCLA,24,3,36,,RZ,TW/IG
2018,9,9/12/18,IVEE,2.6,9,PCLA,26,1,36,,RZ,TW/IG
2018,9,9/12/18,IVEE,2.6,9,PCLA,28,1,36,,RZ,TW/IG
2018,9,9/12/18,IVEE,2.6,9,PCLA,33,1,36,,RZ,TW/IG
2018,9,9/12/18,IVEE,2.6,9,OCAL,18,6,36,,RZ,TW/IG
2018,9,9/12/18,IVEE,2.6,9,SPUL,32,1,36,,RZ,TW/IG
2018,9,9/12/18,IVEE,2.6,9,SPUL,25,1,36,,RZ,TW/IG
2018,9,9/12/18,IVEE,2.6,9,SPUL,16,1,36,,RZ,TW/IG
2018,9,9/12/18,IVEE,2.6,9,TSEM,130,1,36,,RZ,TW/IG
2018,9,9/12/18,IVEE,1.1,10,PCLA,28,1,36,,RZ,TW/IG
2018,9,9/12/18,IVEE,1.1,10,HROS,5,1,36,,RZ,TW/IG
2018,9,9/12/18,IVEE,2,11,PCLA,36,1,36,,RZ,TW/IG
2018,9,9/12/18,IVEE,2,11,PCLA,38,1,36,,RZ,TW/IG
2018,9,9/12/18,IVEE,2,11,PCLA,42,1,36,,RZ,TW/IG
2018,9,9/12/18,IVEE,2,11,PCLA,25,1,36,,RZ,TW/IG
2018,9,9/12/18,IVEE,2,11,HROS,12,1,36,,RZ,TW/IG
2018,9,9/12/18,IVEE,2,11,BOTH,25,1,36,,RZ,TW/IG
2018,9,9/14/18,MESA,1.6,3,PCLA,20,1,36,,RZ,TW/IG
2018,9,9/14/18,MESA,1.6,3,PCLA,25,1,36,,RZ,TW/IG
2018,9,9/14/18,MESA,1.6,3,PCLA,32,1,36,,RZ,TW/IG
2018,9,9/14/18,MESA,1.6,3,PCLA,16,3,36,,RZ,TW/IG
2018,9,9/14/18,MESA,1.6,3,OCAL,12,3,36,,RZ,TW/IG
2018,9,9/14/18,MESA,1.6,3,OCAL,18,4,36,,RZ,TW/IG
2018,9,9/14/18,MESA,1.6,3,HROS,22,1,36,,RZ,TW/IG
2018,9,9/14/18,LEAD,2.3,1,PCLA,28,1,36,,RZ,TW/IG
2018,9,9/14/18,LEAD,2.3,1,PCLA,24,1,36,,RZ,TW/IG
2018,9,9/14/18,LEAD,2.3,1,PCLA,18,1,36,,RZ,TW/IG
2018,9,9/14/18,LEAD,2.3,1,OCAL,18,12,36,,RZ,TW/IG
2018,9,9/14/18,LEAD,2,2,PCLA,40,1,36,,RZ,TW/IG
2018,9,9/14/18,LEAD,2,2,PCLA,36,1,36,,RZ,TW/IG
2018,9,9/14/18,LEAD,2,2,PCLA,22,1,36,,RZ,TW/IG
2018,9,9/14/18,LEAD,2,2,PCLA,14,1,36,,RZ,TW/IG
2018,9,9/14/18,LEAD,2,2,PCLA,15,3,36,,RZ,TW/IG
2018,9,9/14/18,LEAD,2,2,HSEM,24,1,36,,RZ,TW/IG
2018,9,9/14/18,LEAD,2,2,HSEM,22,1,36,,RZ,TW/IG
2018,9,9/14/18,LEAD,2,2,OCAL,21,3,36,,RZ,TW/IG
2018,9,9/14/18,LEAD,2,2,OCAL,18,5,36,,RZ,TW/IG
2018,9,9/14/18,LEAD,2,2,HROS,15,1,36,,RZ,TW/IG
2018,9,9/14/18,LEAD,2,3,PCLA,35,1,36,,RZ,TW/IG
2018,9,9/14/18,LEAD,2,3,PCLA,26,1,36,,RZ,TW/IG
2018,9,9/14/18,LEAD,2,3,PCLA,15,1,36,,RZ,TW/IG
2018,9,9/14/18,LEAD,2,3,OCAL,12,1,36,,RZ,TW/IG
2018,9,9/14/18,LEAD,2,3,OCAL,11,1,36,,RZ,TW/IG
2018,9,9/14/18,LEAD,2,3,OCAL,10,1,36,,RZ,TW/IG
2018,9,9/14/18,LEAD,2,3,OCAL,16,1,36,,RZ,TW/IG
2018,9,9/24/18,WOOD,2,1,PCLA,25,1,36,,RZ,TW/IG
2018,9,9/24/18,WOOD,2,1,PCLA,24,1,36,,RZ,TW/IG
2018,9,9/24/18,WOOD,2,1,PCLA,20,1,36,,RZ,TW/IG
2018,9,9/24/18,WOOD,2,1,PCLA,40,1,36,,RZ,TW/IG
2018,9,9/24/18,WOOD,2,1,PCLA,35,1,36,,RZ,TW/IG
2018,9,9/24/18,WOOD,2,1,PNEB,42,1,36,,RZ,TW/IG
2018,9,9/24/18,WOOD,2,1,PNEB,40,1,36,,RZ,TW/IG
2018,9,9/24/18,WOOD,2,1,PNEB,36,1,36,,RZ,TW/IG
2018,9,9/24/18,WOOD,2,1,PNEB,45,1,36,,RZ,TW/IG
2018,9,9/24/18,WOOD,4.5,2,PCLA,30,1,36,,RZ,TW/IG
2018,9,9/24/18,WOOD,4.5,2,PCLA,32,1,36,,RZ,TW/IG
2018,9,9/24/18,WOOD,4.5,2,PCLA,26,4,36,,RZ,TW/IG
2018,9,9/24/18,WOOD,4.5,2,PCLA,16,3,36,,RZ,TW/IG
2018,9,9/24/18,WOOD,4.5,2,PCLA,40,1,36,,RZ,TW/IG
2018,9,9/24/18,WOOD,4.5,2,PCLA,42,1,36,,RZ,TW/IG
2018,9,9/24/18,WOOD,4.5,2,PNEB,44,1,36,,RZ,TW/IG
2018,9,9/24/18,WOOD,4.5,2,HSEM,18,1,36,,RZ,TW/IG
2018,9,9/24/18,WOOD,4.5,2,SPUL,28,1,36,,RZ,TW/IG
2018,9,9/24/18,WOOD,4.5,2,SPUL,32,1,36,,RZ,TW/IG
2018,9,9/24/18,WOOD,4.5,2,SPUL,24,1,36,,RZ,TW/IG
2018,9,9/24/18,WOOD,4.5,2,SPUL,20,1,36,,RZ,TW/IG
2018,9,9/24/18,WOOD,4,3,PCLA,28,6,36,,RZ,TW/IG
2018,9,9/24/18,WOOD,4,3,PCLA,32,1,36,,RZ,TW/IG
2018,9,9/24/18,WOOD,4,3,PCLA,35,3,36,,RZ,TW/IG
2018,9,9/24/18,WOOD,4,3,PCLA,12,3,36,,RZ,TW/IG
2018,9,9/24/18,WOOD,4,3,PCLA,15,1,36,,RZ,TW/IG
2018,9,9/24/18,WOOD,4,3,PCLA,17,1,36,,RZ,TW/IG
2018,9,9/24/18,WOOD,4,3,EJAC,26,1,36,,RZ,TW/IG
2018,9,9/24/18,WOOD,4,3,EJAC,22,1,36,,RZ,TW/IG
2018,9,9/24/18,WOOD,4,3,RTOX,34,1,36,,RZ,TW/IG
2018,9,9/24/18,WOOD,4,3,SPUL,36,1,36,,RZ,TW/IG
2018,9,9/24/18,WOOD,4,3,SPUL,42,1,36,,RZ,TW/IG
2018,9,9/24/18,WOOD,4,3,SPUL,30,1,36,,RZ,TW/IG
2018,9,9/24/18,WOOD,4,3,SPUL,24,1,36,,RZ,TW/IG
2018,9,9/24/18,WOOD,4,3,SPUL,20,1,36,,RZ,TW/IG
2018,9,9/24/18,WOOD,4,3,SPUL,21,1,36,,RZ,TW/IG
2018,9,9/24/18,WOOD,4,3,SPUL,50,1,36,,RZ,TW/IG
2018,9,9/24/18,WOOD,4,3,HRUB,30,1,36,,RZ,TW/IG
2018,9,9/24/18,WOOD,4,3,HRUB,25,1,36,,RZ,TW/IG
2018,9,9/24/18,WOOD,4,3,HRUB,22,1,36,,RZ,TW/IG
2018,9,9/24/18,WOOD,4,3,SATR,15,3,36,,RZ,TW/IG
2018,9,9/24/18,WOOD,4,3,SSER,35,1,36,,RZ,TW/IG
2018,9,9/24/18,WOOD,4,3,SSER,30,1,36,,RZ,TW/IG
2018,9,9/24/18,WOOD,4,3,SSER,20,1,36,,RZ,TW/IG
2018,9,9/24/18,WOOD,4,3,SSER,12,1,36,,RZ,TW/IG
2018,9,9/25/18,INNP,2.5,1,PCLA,25,1,36,,RZ,TW/IG
2018,9,9/25/18,INNP,2.5,1,PCLA,20,1,36,,RZ,TW/IG
2018,9,9/25/18,INNP,2.5,1,PCLA,17,1,36,,RZ,TW/IG
2018,9,9/25/18,INNP,2.5,1,OCAL,15,1,36,,RZ,TW/IG
2018,9,9/25/18,INNP,2.5,1,OCAL,17,1,36,,RZ,TW/IG
2018,9,9/25/18,INNP,2.5,1,SPUL,28,1,36,,RZ,TW/IG
2018,9,9/25/18,INNP,2.5,2,PCLA,15,1,36,,RZ,TW/IG
2018,9,9/25/18,INNP,2.5,2,PCLA,17,1,36,,RZ,TW/IG
2018,9,9/25/18,INNP,2.5,2,PCLA,28,1,36,,RZ,TW/IG
2018,9,9/25/18,INNP,2.5,2,PCLA,25,1,36,,RZ,TW/IG
2018,9,9/25/18,INNP,2.5,2,PCLA,40,1,36,,RZ,TW/IG
2018,9,9/25/18,INNP,2.5,2,HSEM,22,3,36,,RZ,TW/IG
2018,9,9/25/18,INNP,2.5,2,HSEM,18,1,36,,RZ,TW/IG
2018,9,9/25/18,INNP,2.5,2,OCAL,16,5,36,,RZ,TW/IG
2018,9,9/25/18,INNP,2.5,2,SPUL,24,1,36,,RZ,TW/IG
2018,9,9/25/18,INNP,2.5,2,SPUL,26,1,36,,RZ,TW/IG
2018,9,9/25/18,INNP,2.5,2,PCLA,30,1,36,,RZ,TW/IG
2018,9,9/25/18,INNP,2.5,2,PCLA,32,1,36,,RZ,TW/IG
2018,9,9/25/18,INNP,2.5,2,PCLA,35,1,36,,RZ,TW/IG
2018,9,9/25/18,INNP,2.5,2,PCLA,22,1,36,,RZ,TW/IG
2018,9,9/25/18,INNP,2.5,2,PCLA,24,1,36,,RZ,TW/IG
2018,9,9/25/18,INNP,2.5,2,PCLA,38,1,36,,RZ,TW/IG
2018,9,9/25/18,INNP,2.1,3,PCLA,35,1,36,,RZ,TW/IG
2018,9,9/25/18,INNP,2.1,3,PCLA,32,1,36,,RZ,TW/IG
2018,9,9/25/18,INNP,2.1,3,PCLA,24,1,36,,RZ,TW/IG
2018,9,9/25/18,INNP,2.1,3,HSEM,18,1,36,,RZ,TW/IG
2018,9,9/25/18,INNP,2.1,3,HSEM,20,1,36,,RZ,TW/IG
2018,9,9/13/18,MESA,2.1,2,PCLA,36,1,36,,TW,TW/IG
2018,9,9/13/18,MESA,2.1,2,PCLA,34,1,36,,TW,TW/IG
2018,9,9/13/18,MESA,2.1,2,PCLA,30,1,36,,TW,TW/IG
2018,9,9/13/18,MESA,2.1,2,HARG,18,30,36,,TW,TW/IG
2018,10,10/23/18,TANK ,2.3,1,PCLA,16,1,36,,CC,RZ
2018,10,10/23/18,TANK ,2.3,1,PCLA,15,1,36,,CC,RZ
2018,10,10/23/18,TANK ,2.3,1,PCLA,14,1,36,,CC,RZ
2018,10,10/23/18,TANK ,2.3,1,PCLA,18,1,36,,CC,RZ
2018,10,10/23/18,TANK ,2.3,1,PCLA,24,2,36,,CC,RZ
2018,10,10/23/18,TANK ,2.3,1,PCLA,28,1,36,,CC,RZ
2018,10,10/23/18,TANK ,2.3,1,PCLA,32,1,36,,CC,RZ
2018,10,10/23/18,TANK ,2.3,1,HSEM,22,1,36,,CC,RZ
2018,10,10/23/18,TANK ,2.3,1,HSEM,18,1,36,,CC,RZ
2018,10,10/23/18,TANK ,2.3,1,OCAL,15,12,36,,CC,RZ
2018,10,10/23/18,TANK ,2.3,1,ANDA,28,4,36,,CC,RZ
2018,10,10/23/18,TANK ,2.3,1,SPUL,24,3,36,,CC,RZ
2018,10,10/23/18,TANK ,2.5,2,PCLA,20,12,36,,CC,RZ
2018,10,10/23/18,TANK ,2.5,2,PCLA,35,1,36,,CC,RZ
2018,10,10/23/18,TANK ,2.5,2,PCLA,30,1,36,,CC,RZ
2018,10,10/23/18,TANK ,2.5,2,EJAC,20,6,36,,CC,RZ
2018,10,10/23/18,TANK ,2.5,2,HSEM,17,1,36,,CC,RZ
2018,10,10/23/18,TANK ,2.5,2,HSEM,20,1,36,,CC,RZ
2018,10,10/23/18,TANK ,2.5,2,OCAL,16,18,36,,CC,RZ
2018,10,10/23/18,TANK ,2.5,2,OCAL,18,6,36,,CC,RZ
2018,10,10/23/18,TANK ,2.5,2,OCAL,12,5,36,,CC,RZ
2018,10,10/23/18,TANK ,2.5,2,SPUL,25,10,36,,CC,RZ
2018,10,10/23/18,TANK ,2.5,2,SPUL,20,8,36,,CC,RZ
2018,10,10/23/18,TANK ,2.5,2,SPUL,32,3,36,,CC,RZ
2018,10,10/23/18,TANK ,2.5,2,SATR,12,3,36,,CC,RZ
2018,10,10/23/18,TANK ,2.5,2,SATR,17,1,36,,CC,RZ
2018,10,10/23/18,TANK ,2.5,2,SATR,24,1,36,,CC,RZ
2018,10,10/23/18,TANK ,2.5,2,SATR,28,1,36,,CC,RZ
2018,10,10/23/18,TANK ,2.5,2,SATR,22,1,36,,CC,RZ
2018,10,10/23/18,TANK ,2.5,2,SATR,20,1,36,,CC,RZ
2018,10,10/23/18,TANK ,2.5,2,SATR,18,3,36,,CC,RZ
2018,10,10/23/18,TANK ,2.5,2,ANDA,25,4,36,,CC,RZ
2018,10,10/23/18,TANK ,2.5,2,ANDA,30,3,36,,CC,RZ
2018,10,10/23/18,TANK ,2.5,2,ANDA,28,8,36,,CC,RZ
2018,10,10/23/18,TANK ,2.5,2,SSER,16,3,36,,CC,RZ
2018,10,10/24/18,TANK,2.5,3,PCLA,15,1,36,,BD,BD
2018,10,10/24/18,TANK,2.5,3,PCLA,32,1,36,,BD,BD
2018,10,10/24/18,TANK,2.5,3,PCLA,36,1,36,,BD,BD
2018,10,10/24/18,TANK,2.5,3,BFRE,12,3,36,,BD,BD
2018,10,10/24/18,TANK,2.5,3,BFRE,15,1,36,,BD,BD
2018,10,10/24/18,TANK,2.5,3,OCAL,12,1,36,,BD,BD
2018,10,10/24/18,TANK,2.5,3,OCAL,16,2,36,,BD,BD
2018,10,10/24/18,TANK,2.5,3,OCAL,20,1,36,,BD,BD
2018,10,10/24/18,TANK,2.5,3,OCAL,18,1,36,,BD,BD
2018,10,10/24/19,REFU,3.5,3,PCLA,30,1,36,,BD,BD
2018,10,10/24/19,REFU,3.5,3,PCLA,22,1,36,,BD,BD
2018,10,10/24/19,REFU,3.5,3,PCLA,26,1,36,,BD,BD
2018,10,10/24/19,REFU,3.5,3,PCLA,30,3,36,,BD,BD
2018,10,10/24/19,REFU,3.5,3,PCLA,42,1,36,,BD,BD
2018,10,10/24/19,REFU,3.5,3,PCLA,40,1,36,,BD,BD
2018,10,10/24/19,REFU,3.5,3,PCLA,25,4,36,,BD,BD
2018,10,10/24/19,REFU,3.5,3,PNEB,44,1,36,,BD,BD
2018,10,10/24/19,REFU,3.5,3,PNEB,36,1,36,,BD,BD
2018,10,10/24/19,REFU,3.5,3,PFUR,17,1,36,,BD,BD
2018,10,10/24/19,REFU,3.5,3,PFUR,18,1,36,,BD,BD
2018,10,10/24/19,REFU,3.5,3,HSEM,24,1,36,,BD,BD
2018,10,10/24/19,REFU,3.5,3,HSEM,20,1,36,,BD,BD
2018,10,10/24/19,REFU,3.5,3,OCAL,16,16,36,,BD,BD
2018,10,10/24/19,REFU,3.5,3,OCAL,15,18,36,,BD,BD
2018,10,10/24/19,REFU,3.5,3,OCAL,20,8,36,,BD,BD
2018,10,10/24/19,REFU,3.5,3,OCAL,12,5,36,,BD,BD
2018,10,10/24/19,REFU,3.5,3,MCAL,20,1,36,,BD,BD
2018,10,10/24/19,REFU,3.5,3,MCAL,22,1,36,,BD,BD
2018,10,10/24/19,REFU,3.5,3,MCAL,24,1,36,,BD,BD
2018,10,10/24/19,REFU,3.5,3,PCLA,18,3,36,,BD,BD
2018,10,10/24/19,REFU,3.5,3,PCLA,22,4,36,,BD,BD
2018,10,10/24/19,REFU,3.5,3,PCLA,28,5,36,,BD,BD
2018,10,10/24/19,REFU,3.5,1,PCLA,16,1,36,,BD,BD
2018,10,10/24/19,REFU,3.5,1,PCLA,15,1,36,,BD,BD
2018,10,10/24/19,REFU,3.5,1,PCLA,32,1,36,,BD,BD
2018,10,10/24/19,REFU,3.5,1,OCAL,16,3,36,,BD,BD
2018,10,10/24/19,REFU,3.5,1,OCAL,20,4,36,,BD,BD
2018,10,10/24/19,REFU,3.5,2,PCAL,24,1,36,,BD,BD
2018,10,10/24/19,REFU,3.5,2,PCAL,17,1,36,,BD,BD
2018,10,10/24/19,REFU,3.5,2,HSEM,22,1,36,,BD,BD
2018,10,10/24/19,REFU,3.5,2,HSEM,24,1,36,,BD,BD
2018,10,10/24/19,REFU,3.5,2,OCAL,18,20,36,,BD,BD
