YEAR,MONTH,DATE,SITE,TRANSECT,SIDE,QUAD,SP_CODE,COUNT,SIZE,OBS_CODE,NOTES,ENTERED_BY,CHECKED_BY
2018,9,9/11/18,STEP,1,ON,24,COCA,8,1.8,142,,LM,LM/IG
2018,9,9/11/18,STEP,1,ON,24,SPL,6,4.5,142,,LM,LM/IG
2018,9,9/11/18,STEP,1,ON,24,OPSP,7,0.4,142,,LM,LM/IG
2018,9,9/11/18,STEP,1,ON,24,CHOV,1,2.5,142,,LM,LM/IG
2018,9,9/11/18,STEP,1,OFF,32,STMO,5,1.6,142,,LM,LM/IG
2018,9,9/11/18,STEP,1,OFF,32,DIOR,94,.,142,,LM,LM/IG
2018,9,9/11/18,STEP,1,OFF,32,COCA,19,1.8,142,,LM,LM/IG
2018,9,9/11/18,STEP,1,ON,40,STMO,59,1.8,142,,LM,LM/IG
2018,9,9/11/18,STEP,1,ON,40,EUPU,1,1,142,,LM,LM/IG
2018,9,9/11/18,STEP,1,ON,40,ANSP,8,1.4,142,,LM,LM/IG
2018,9,9/11/18,STEP,1,ON,40,COCA,15,1.8,142,,LM,LM/IG
2018,9,9/11/18,STEP,2,OFF,0,MPJ33,3,30,142,,LM,LM/IG
2018,9,9/11/18,STEP,2,OFF,0,CYJ,11,4,142,,LM,LM/IG
2018,9,9/11/18,STEP,2,OFF,0,STMO,1,1,142,,LM,LM/IG
2018,9,9/11/18,STEP,2,OFF,0,COCA,3,1,142,,LM,LM/IG
2018,9,9/11/18,STEP,2,OFF,0,ANSP,1,2,142,,LM,LM/IG
2018,9,9/11/18,STEP,2,ON,8,STMO,8,1.4,142,,LM,LM/IG
2018,9,9/11/18,STEP,2,ON,8,ANSP,6,2.2,142,,LM,LM/IG
2018,9,9/11/18,STEP,2,ON,8,CHOV,1,1.7,142,,LM,LM/IG
2018,9,9/11/18,STEP,2,ON,8,DIOR,93,.,142,,LM,LM/IG
2018,9,9/11/18,STEP,2,ON,8,SFL,1,7,142,,LM,LM/IG
2018,9,9/11/18,STEP,2,ON,8,MIID,3,1.4,142,,LM,LM/IG
2018,9,9/11/18,STEP,2,OFF,16,STMO,15,1.7,142,,LM,LM/IG
2018,9,9/11/18,STEP,2,OFF,16,COCA,4,1.5,142,,LM,LM/IG
2018,9,9/11/18,STEP,2,OFF,16,ANSP,9,2,142,,LM,LM/IG
2018,9,9/11/18,STEP,2,OFF,16,CHOV,2,1.9,142,,LM,LM/IG
2018,9,9/11/18,STEP,2,OFF,16,PACA,3,1.7,142,,LM,LM/IG
2018,9,9/11/18,STEP,2,OFF,16,DIOR,8,.,142,,LM,LM/IG
2018,9,9/11/18,STEP,2,ON,24,STMO,6,1.4,142,,LM,LM/IG
2018,9,9/11/18,STEP,2,ON,24,COCA,7,1.3,142,,LM,LM/IG
2018,9,9/11/18,STEP,2,ON,24,ANSP,7,2.2,142,,LM,LM/IG
2018,9,9/11/18,STEP,2,ON,24,SPL,14,4.5,142,,LM,LM/IG
2018,9,9/11/18,STEP,2,ON,24,CHOV,2,2.1,142,,LM,LM/IG
2018,9,9/11/18,STEP,2,ON,24,PACA,5,2,142,,LM,LM/IG
2018,9,9/11/18,STEP,2,ON,24,DIOR,6,.,142,,LM,LM/IG
2018,9,9/11/18,STEP,2,OFF,32,STMO,25,1.5,142,,LM,LM/IG
2018,9,9/11/18,STEP,2,OFF,32,COCA,3,1.1,142,,LM,LM/IG
2018,9,9/11/18,STEP,2,OFF,32,ANSP,4,2.8,142,,LM,LM/IG
2018,9,9/11/18,STEP,2,OFF,32,SPL,7,4,142,,LM,LM/IG
2018,9,9/11/18,STEP,2,OFF,32,CHOV,8,2.2,142,,LM,LM/IG
2018,9,9/11/18,STEP,2,OFF,32,PACA,19,1.8,142,,LM,LM/IG
2018,9,9/11/18,STEP,2,OFF,32,DIOR,3,.,142,,LM,LM/IG
2018,9,9/11/18,STEP,2,ON,40,STMO,17,1.8,142,,LM,LM/IG
2018,9,9/11/18,STEP,2,ON,40,COCA,6,1,142,,LM,LM/IG
2018,9,9/11/18,STEP,2,ON,40,ANSP,6,3.5,142,,LM,LM/IG
2018,9,9/11/18,STEP,2,ON,40,SPL,16,4.5,142,,LM,LM/IG
2018,9,9/11/18,STEP,2,ON,40,CHOV,7,2.5,142,,LM,LM/IG
2018,9,9/11/18,STEP,2,ON,40,PACA,14,2,142,,LM,LM/IG
2018,9,9/11/18,STEP,2,ON,40,DIOR,12,.,142,,LM,LM/IG
2018,9,9/11/18,STEP,3,OFF,0,DIOR,16,.,142,,LM,LM/IG
2018,9,9/11/18,STEP,3,OFF,0,STMO,18,1.8,142,,LM,LM/IG
2018,9,9/11/18,STEP,3,OFF,0,ANSP,3,2,142,,LM,LM/IG
2018,9,9/11/18,STEP,3,ON,8,DIOR,57,.,142,,LM,LM/IG
2018,9,9/11/18,STEP,3,ON,8,STMO,10,1.7,142,,LM,LM/IG
2018,9,9/11/18,STEP,3,ON,8,ANSP,2,2.8,142,,LM,LM/IG
2018,9,9/11/18,STEP,3,ON,8,COCA,7,1.3,142,,LM,LM/IG
2018,9,9/11/18,STEP,3,ON,8,PU,4,1,142,,LM,LM/IG
2018,9,9/11/18,STEP,3,ON,8,COCA,4,1.8,142,,LM,LM/IG
2018,9,9/11/18,STEP,3,ON,8,CHOV,1,1.8,142,,LM,LM/IG
2018,9,9/11/18,STEP,3,ON,8,MIID,3,1,142,,LM,LM/IG
2018,9,9/11/18,STEP,3,OFF,16,DIOR,14,.,142,,LM,LM/IG
2018,9,9/11/18,STEP,3,OFF,16,ANSP,7,2.3,142,,LM,LM/IG
2018,9,9/11/18,STEP,3,OFF,16,PTL,3,35,142,,LM,LM/IG
2018,9,9/11/18,STEP,3,OFF,16,CYJ,3,4,142,,LM,LM/IG
2018,9,9/11/18,STEP,3,OFF,16,PU,8,1.2,142,,LM,LM/IG
2018,9,9/11/18,STEP,3,OFF,16,PACA,4,1.8,142,,LM,LM/IG
2018,9,9/11/18,STEP,3,OFF,16,COCA,2,1.5,142,,LM,LM/IG
2018,9,9/11/18,STEP,3,ON,24,DIOR,29,.,142,,LM,LM/IG
2018,9,9/11/18,STEP,3,OFF,32,DIOR,5,.,142,,LM,LM/IG
2018,9,9/11/18,STEP,3,OFF,32,STMO,33,1.7,142,,LM,LM/IG
2018,9,9/11/18,STEP,3,OFF,32,ANSP,6,2.2,142,,LM,LM/IG
2018,9,9/11/18,STEP,3,OFF,32,MPJ33,1,27,142,,LM,LM/IG
2018,9,9/11/18,STEP,3,OFF,32,EGJ,2,40,142,,LM,LM/IG
2018,9,9/11/18,STEP,3,ON,40,STMO,24,1.6,142,,LM,LM/IG
2018,9,9/11/18,STEP,3,ON,40,ANSP,10,1.8,142,,LM,LM/IG
2018,9,9/11/18,STEP,3,ON,40,COCA,7,1.5,142,,LM,LM/IG
2018,9,9/11/18,GOLB,3,OFF,0,NOSP,.,.,142,,LM,LM/IG
2018,9,9/11/18,GOLB,3,ON,8,STMO,6,2,142,,LM,LM/IG
2018,9,9/11/18,GOLB,3,ON,8,ANSP,4,2.2,142,,LM,LM/IG
2018,9,9/11/18,GOLB,3,ON,8,PACA,5,1.9,142,,LM,LM/IG
2018,9,9/11/18,GOLB,3,ON,8,SPL,6,4.5,142,,LM,LM/IG
2018,9,9/11/18,GOLB,3,ON,8,CHOV,7,2.5,142,,LM,LM/IG
2018,9,9/11/18,GOLB,3,ON,8,COCA,12,1.3,142,,LM,LM/IG
2018,9,9/11/18,GOLB,3,ON,8,CYSP,1,4.8,142,,LM,LM/IG
2018,9,9/11/18,GOLB,3,OFF,16,STMO,3,2.1,142,,LM,LM/IG
2018,9,9/11/18,GOLB,3,ON,24,NOSP,.,.,142,,LM,LM/IG
2018,9,9/11/18,GOLB,3,OFF,32,PACA,5,1.8,142,,LM,LM/IG
2018,9,9/11/18,GOLB,3,OFF,32,DIOR,3,.,142,,LM,LM/IG
2018,9,9/11/18,GOLB,3,ON,40,STMO,2,2,142,,LM,LM/IG
2018,9,9/11/18,GOLB,3,ON,40,ANSP,1,3,142,,LM,LM/IG
2018,9,9/13/18,OAKS,1,OFF,0,DIOR,19,.,142,,IG,TW/IG
2018,9,9/13/18,OAKS,1,ON,8,DIOR,4,.,142,,IG,TW/IG
2018,9,9/13/18,OAKS,1,OFF,16,DIOR,7,.,142,,IG,TW/IG
2018,9,9/13/18,OAKS,1,OFF,16,ANSP,2,4.9,142,,IG,TW/IG
2018,9,9/13/18,OAKS,1,OFF,16,SPL,27,3.9,142,,IG,TW/IG
2018,9,9/13/18,OAKS,1,OFF,16,PAFI,1,2.4,142,,IG,TW/IG
2018,9,9/13/18,OAKS,1,OFF,16,CYSP,3,4.3,142,,IG,TW/IG
2018,9,9/13/18,OAKS,1,OFF,16,CYJ,2,4,142,,IG,TW/IG
2018,9,9/13/18,OAKS,1,OFF,16,COCA,4,1.1,142,,IG,TW/IG
2018,9,9/13/18,OAKS,1,OFF,16,OPES,2,1.8,142,,IG,TW/IG
2018,9,9/13/18,OAKS,1,ON,24,DIOR,17,1,142,,IG,TW/IG
2018,9,9/13/18,OAKS,1,ON,24,ANSP,2,4.3,142,,IG,TW/IG
2018,9,9/13/18,OAKS,1,OFF,32,DIOR,43,.,142,,IG,TW/IG
2018,9,9/13/18,OAKS,1,OFF,32,STMO,1,0.8,142,,IG,TW/IG
2018,9,9/13/18,OAKS,1,ON,40,DIOR,8,.,142,,IG,TW/IG
2018,9,9/13/18,OAKS,1,ON,40,STMO,1,2,142,,IG,TW/IG
2018,9,9/13/18,OAKS,2,OFF,0,SPL,6,4,142,Wasted bat stars,IG,TW/IG
2018,9,9/13/18,OAKS,2,OFF,0,STMO,2,0.8,142,,IG,TW/IG
2018,9,9/13/18,OAKS,2,OFF,0,COCA,8,1,142,,IG,TW/IG
2018,9,9/13/18,OAKS,2,OFF,0,OPSP,75,0.5,142,,IG,TW/IG
2018,9,9/13/18,OAKS,2,ON,8,STMO,1,1.2,142,,IG,TW/IG
2018,9,9/13/18,OAKS,2,ON,8,DIOR,14,.,142,,IG,TW/IG
2018,9,9/13/18,OAKS,2,OFF,16,SPL,1,3.8,142,,IG,TW/IG
2018,9,9/13/18,OAKS,2,OFF,16,ANSP,1,3.9,142,,IG,TW/IG
2018,9,9/13/18,OAKS,2,OFF,16,DIOR,33,.,142,,IG,TW/IG
2018,9,9/13/18,OAKS,2,ON,24,SPL,15,3.8,142,,IG,TW/IG
2018,9,9/13/18,OAKS,2,ON,24,STMO,1,0.6,142,,IG,TW/IG
2018,9,9/13/18,OAKS,2,ON,24,ANSP,2,2.2,142,,IG,TW/IG
2018,9,9/13/18,OAKS,2,ON,24,DIOR,48,.,142,,IG,TW/IG
2018,9,9/13/18,OAKS,2,ON,24,AMS,1,2.2,142,,IG,TW/IG
2018,9,9/13/18,OAKS,2,OFF,32,SPL,2,3.8,142,,IG,TW/IG
2018,9,9/13/18,OAKS,2,OFF,32,STMO,1,2.1,142,,IG,TW/IG
2018,9,9/13/18,OAKS,2,OFF,32,COCA,3,1.1,142,,IG,TW/IG
2018,9,9/13/18,OAKS,2,OFF,32,ANSP,1,4.2,142,,IG,TW/IG
2018,9,9/13/18,OAKS,2,OFF,32,DIOR,24,.,142,,IG,TW/IG
2018,9,9/13/18,OAKS,2,OFF,32,AMS,1,2,142,,IG,TW/IG
2018,9,9/13/18,OAKS,2,ON,40,ANSP,3,3.8,142,,IG,TW/IG
2018,9,9/13/18,OAKS,2,ON,40,DIOR,37,.,142,,IG,TW/IG
2018,9,9/13/18,OAKS,3,OFF,0,DIOR,28,.,142,,IG,TW/IG
2018,9,9/13/18,OAKS,3,OFF,0,OPES,6,1.9,142,,IG,TW/IG
2018,9,9/13/18,OAKS,3,OFF,0,SPL,9,4,142,,IG,TW/IG
2018,9,9/13/18,OAKS,3,ON,8,DIOR,35,.,142,,IG,TW/IG
2018,9,9/13/18,OAKS,3,ON,8,SPL,1,2.9,142,,IG,TW/IG
2018,9,9/13/18,OAKS,,ON,8,STMO,3,1,142,,IG,TW/IG
2018,9,9/13/18,OAKS,3,ON,8,COCA,2,1.1,142,,IG,TW/IG
2018,9,9/13/18,OAKS,3,ON,8,CYJ,1,4.1,142,,IG,TW/IG
2018,9,9/13/18,OAKS,3,OFF,16,DIOR,41,.,142,,IG,TW/IG
2018,9,9/13/18,OAKS,3,OFF,16,STMO,2,1.2,142,,IG,TW/IG
2018,9,9/13/18,OAKS,3,ON,24,DIOR,33,.,142,,IG,TW/IG
2018,9,9/13/18,OAKS,3,ON,24,STMO,6,0.8,142,,IG,TW/IG
2018,9,9/13/18,OAKS,3,ON,24,SKE,3,0.8,142,,IG,TW/IG
2018,9,9/13/18,OAKS,3,OFF,32,DIOR,26,.,142,,IG,TW/IG
2018,9,9/13/18,OAKS,3,OFF,32,ANSP,1,2.9,142,,IG,TW/IG
2018,9,9/13/18,OAKS,3,ON,40,DIOR,18,.,142,,IG,TW/IG
2018,9,9/13/18,OAKS,3,ON,40,SPL,1,3.1,142,,IG,TW/IG
2018,9,9/13/18,OAKS,3,ON,40,AMS,3,2,142,,IG,TW/IG
2018,9,9/13/18,OAKS,3,ON,40,COCA,4,1.2,142,,IG,TW/IG
2018,9,9/13/18,OAKS,3,ON,40,STMO,1,0.8,142,,IG,TW/IG
2018,9,9/13/18,MESA,2,OFF,0,PACA,7,1.8,142,,IG,TW/IG
2018,9,9/13/18,MESA,2,OFF,0,PU,16,1.2,142,,IG,TW/IG
2018,9,9/13/18,MESA,2,OFF,0,EGJ,1,33,142,,IG,TW/IG
2018,9,9/13/18,MESA,2,OFF,0,COCA,21,1.1,142,,IG,TW/IG
2018,9,9/13/18,MESA,2,OFF,0,DIOR,6,.,142,,IG,TW/IG
2018,9,9/13/18,MESA,2,ON,8,PACA,23,1.8,142,,IG,TW/IG
2018,9,9/13/18,MESA,2,ON,8,PU,44,1.3,142,,IG,TW/IG
2018,9,9/13/18,MESA,2,ON,8,EGJ,2,45,142,,IG,TW/IG
2018,9,9/13/18,MESA,2,ON,8,COCA,17,1.2,142,,IG,TW/IG
2018,9,9/13/18,MESA,2,ON,8,ANSP,2,2.1,142,,IG,TW/IG
2018,9,9/13/18,MESA,2,OFF,16,CHOV,3,2.1,142,,IG,TW/IG
2018,9,9/13/18,MESA,2,OFF,16,PACA,22,1.8,142,,IG,TW/IG
2018,9,9/13/18,MESA,2,OFF,16,PU,37,1.2,142,,IG,TW/IG
2018,9,9/13/18,MESA,2,OFF,16,EGJ,1,85,142,,IG,TW/IG
2018,9,9/13/18,MESA,2,OFF,16,ANSP,1,1.9,142,,IG,TW/IG
2018,9,9/13/18,MESA,2,ON,24,CHOV,3,2.3,142,,IG,TW/IG
2018,9,9/13/18,MESA,2,ON,24,PACA,53,1.7,142,,IG,TW/IG
2018,9,9/13/18,MESA,2,ON,24,PU,19,1.2,142,,IG,TW/IG
2018,9,9/13/18,MESA,2,ON,24,EGJ,10,55,142,,IG,TW/IG
2018,9,9/13/18,MESA,2,ON,24,COCA,28,1.2,142,,IG,TW/IG
2018,9,9/13/18,MESA,2,ON,24,DIOR,5,.,142,,IG,TW/IG
2018,9,9/13/18,MESA,2,ON,24,ANSP,2,2.3,142,,IG,TW/IG
2018,9,9/13/18,MESA,2,OFF,32,PACA,9,1.8,142,,IG,TW/IG
2018,9,9/13/18,MESA,2,OFF,32,PU,2,1.3,142,,IG,TW/IG
2018,9,9/13/18,MESA,2,OFF,32,EGJ,1,27,142,,IG,TW/IG
2018,9,9/13/18,MESA,2,OFF,32,COCA,4,1,142,,IG,TW/IG
2018,9,9/13/18,MESA,2,OFF,32,DIOR,7,.,142,,IG,TW/IG
2018,9,9/13/18,MESA,2,ON,40,CHOV,2,2.3,142,,IG,TW/IG
2018,9,9/13/18,MESA,2,ON,40,PACA,31,1.8,142,,IG,TW/IG
2018,9,9/13/18,MESA,2,ON,40,PU,7,1.3,142,,IG,TW/IG
2018,9,9/13/18,MESA,2,ON,40,EGJ,3,70,142,,IG,TW/IG
2018,9,9/13/18,MESA,2,ON,40,DIOR,3,.,142,,IG,TW/IG
2018,9,9/13/18,MESA,2,ON,40,CYJ,2,4.1,142,,IG,TW/IG
2018,9,9/13/18,MESA,2,ON,40,PTL,1,.,142,,IG,TW/IG
2018,9,9/13/18,MESA,2,ON,40,MPJ33,1,11,142,,IG,TW/IG
2018,9,9/12/18,MESA,1,OFF,0,CHOV,4,2.1,142,,LJ,TW/IG
2018,9,9/12/18,MESA,1,OFF,0,PACA,32,1.7,142,,LJ,TW/IG
2018,9,9/12/18,MESA,1,OFF,0,PU,14,1.3,142,,LJ,TW/IG
2018,9,9/12/18,MESA,1,OFF,0,EGJ,2,75,142,,LJ,TW/IG
2018,9,9/12/18,MESA,1,ON,8,PACA,22,1.7,142,,LJ,TW/IG
2018,9,9/12/18,MESA,1,ON,8,PU,57,1.3,142,,LJ,TW/IG
2018,9,9/12/18,MESA,1,ON,8,DIOR,3,.,142,,LJ,TW/IG
2018,9,9/12/18,MESA,1,ON,8,COCA,4,1.1,142,,LJ,TW/IG
2018,9,9/12/18,MESA,1,OFF,16,PACA,52,1.7,142,,LJ,TW/IG
2018,9,9/12/18,MESA,1,OFF,16,PU,44,1.2,142,,LJ,TW/IG
2018,9,9/12/18,MESA,1,OFF,16,ANSP,2,2,142,,LJ,TW/IG
2018,9,9/12/18,MESA,1,OFF,16,COCA,3,1.2,142,,LJ,TW/IG
2018,9,9/12/18,MESA,1,ON,24,CHOV,2,2.2,142,,LJ,TW/IG
2018,9,9/12/18,MESA,1,ON,24,PACA,94,1.7,142,,LJ,TW/IG
2018,9,9/12/18,MESA,1,ON,24,PU,37,1.2,142,,LJ,TW/IG
2018,9,9/12/18,MESA,1,ON,24,EGJ,1,70,142,,LJ,TW/IG
2018,9,9/12/18,MESA,1,ON,24,DIOR,5,.,142,,LJ,TW/IG
2018,9,9/12/18,MESA,1,ON,24,ANSP,4,1.8,142,,LJ,TW/IG
2018,9,9/12/18,MESA,1,ON,24,COCA,14,1.2,142,,LJ,TW/IG
2018,9,9/12/18,MESA,1,OFF,32,PACA,36,1.7,142,,LJ,TW/IG
2018,9,9/12/18,MESA,1,OFF,32,PU,28,1.2,142,,LJ,TW/IG
2018,9,9/12/18,MESA,1,OFF,32,ANSP,2,1.8,142,,LJ,TW/IG
2018,9,9/12/18,MESA,1,ON,40,PACA,27,1.7,142,,LJ,TW/IG
2018,9,9/12/18,MESA,1,ON,40,EGJ,2,80,142,,LJ,TW/IG
2018,9,9/12/18,MESA,1,ON,40,DIOR,6,.,142,,LJ,TW/IG
2018,9,9/12/18,IVEE,11,OFF,0,PTL,15,.,142,,LJ,TW/IG
2018,9,9/12/18,IVEE,11,OFF,0,PTJ,1,.,142,,LJ,TW/IG
2018,9,9/12/18,IVEE,11,OFF,0,PACA,4,1.7,142,,LJ,TW/IG
2018,9,9/12/18,IVEE,11,OFF,0,DIOR,5,.,142,,LJ,TW/IG
2018,9,9/12/18,IVEE,11,OFF,0,ANSP,1,1.8,142,,LJ,TW/IG
2018,9,9/12/18,IVEE,11,OFF,0,COCA,3,1.1,142,,LJ,TW/IG
2018,9,9/12/18,IVEE,11,ON,8,PTL,14,.,142,,LJ,TW/IG
2018,9,9/12/18,IVEE,11,ON,8,PTJ,3,.,142,,LJ,TW/IG
2018,9,9/12/18,IVEE,11,ON,8,ANSP,3,2.1,142,,LJ,TW/IG
2018,9,9/12/18,IVEE,11,OFF,16,PACA,12,1.9,142,,LJ,TW/IG
2018,9,9/12/18,IVEE,11,OFF,16,DIOR,3,.,142,,LJ,TW/IG
2018,9,9/12/18,IVEE,11,OFF,16,COCA,4,1.1,142,,LJ,TW/IG
2018,9,9/12/18,IVEE,11,OFF,16,PU,5,1.3,142,,LJ,TW/IG
2018,9,9/12/18,IVEE,11,ON,24,PTL,1,.,142,,LJ,TW/IG
2018,9,9/12/18,IVEE,11,ON,24,PACA,13,1.8,142,,LJ,TW/IG
